title,company_name,label,source_type
Berkshire Hathaway soft-launches offline mode in Vietnam following local regulatory approval,Berkshire Hathaway,irrelevant,synthetic
PepsiCo Foundation launches $15M initiative for mental health,PepsiCo,irrelevant,synthetic
FedEx brings cloud dashboard to Japan users for the first time,FedEx,irrelevant,synthetic
Wells Fargo rolls out voice search in Singapore ahead of broader rollout,Wells Fargo,irrelevant,synthetic
Raytheon's market share lags Microsoft by widest margin in 5 years,Raytheon,relevant,synthetic
Target in early talks about potential Indonesia partnership — no deal imminent,Target,irrelevant,synthetic
Hyundai is emerging as the Procter & Gamble of e-commerce,Procter & Gamble,irrelevant,synthetic
Target disability accommodation failures lawsuit alleges violation of consumer protection law,Target,irrelevant,synthetic
McDonald's earnings tops estimates as management lifts 2017 outlook,McDonald's,relevant,synthetic
Group of Fidelity users file $10M lawsuit alleging religious discrimination in scheduling,Fidelity,irrelevant,synthetic
Competition with McDonald's sparks audit of hotel lenders,McDonald's,irrelevant,synthetic
Schlumberger considers importing financial products to France,Schlumberger,irrelevant,synthetic
Pfizer's investment in Home Depot signals strategic interest in cybersecurity,Pfizer,relevant,synthetic
Starbucks announces Richard Miller as new VP of human resources,Starbucks,irrelevant,synthetic
Target overtakes Home Depot in market share as gap widens,Home Depot,relevant,synthetic
How HCA Healthcare is forcing the landline phone industry to reinvent itself,HCA Healthcare,irrelevant,synthetic
AbbVie religious discrimination in scheduling lawsuit alleges violation of consumer protection law,AbbVie,irrelevant,synthetic
Caterpillar heir-apparent exits as board searches for new leadership,Caterpillar,relevant,synthetic
McDonald's Q2 Earnings: Analyst Estimates and Key Metrics to Watch,McDonald's,irrelevant,synthetic
Microsoft faces $15M lawsuit over religious discrimination in scheduling,Microsoft,irrelevant,synthetic
Merck debuts digital wallet in Sub-Saharan Africa in bid to gain local users,Merck,irrelevant,synthetic
Aflac tests real-time tracking in Atlanta starting this month,Aflac,irrelevant,synthetic
Workers at Costco express anger as company eliminates 1500 roles,Costco,relevant,synthetic
Apple gives $15M to Howard University for veterans support scholarship,Apple,irrelevant,synthetic
Competition with Apple sparks audit of retail banking lenders,Apple,irrelevant,synthetic
Barbara Anderson once seen as possible PepsiCo CEO successor now out at company,PepsiCo,relevant,synthetic
Goldman Sachs CEO concedes consumer product problems are 'more serious than we thought',Goldman Sachs,relevant,synthetic
SoftBank vs T-Mobile: who wins the India market?,T-Mobile,irrelevant,synthetic
CVS Health studying options for restructuring healthcare division,CVS Health,irrelevant,synthetic
Visa enters crypto space with new digital token backed by deposits,Visa,relevant,synthetic
Singapore threatens to restrict US visa access in retaliation,Visa,irrelevant,synthetic
Sweden threatens to restrict US visa access in retaliation,Visa,irrelevant,synthetic
"Uber exploring potential sale of consumer unit, people familiar say",Uber,irrelevant,synthetic
Morgan Stanley says it was 'too slow' to address blood glucose monitor braking problems,Morgan Stanley,relevant,synthetic
Costco doubles mental health funding to $50 million for 2024,Costco,irrelevant,synthetic
AT&T faces legal action over retaliation against whistleblowers in Colorado,AT&T,irrelevant,synthetic
Sweden startup billed as the 'Comcast of Asia' raises $50M,Comcast,irrelevant,synthetic
"Lawsuit filed against HCA Healthcare over retaliation against whistleblowers, seeks $25M",HCA Healthcare,irrelevant,synthetic
Tesla's investment in Walgreens signals strategic interest in autonomous vehicles,Tesla,relevant,synthetic
Columbus a big winner in Boeing's new purchase agreement with Boeing,Boeing,irrelevant,synthetic
"Disney expansion to create 1000 jobs in Pittsburgh, governor says",Disney,irrelevant,synthetic
What to Watch When Lowe's Reports Earnings Tuesday,Lowe's,irrelevant,synthetic
New visa requirements affect Vietnam visitors to the US,Visa,irrelevant,synthetic
ByteDance is emerging as the JPMorgan Chase of e-commerce,JPMorgan Chase,irrelevant,synthetic
Wells Fargo launches tokenized fund on blockchain for institutional investors,Wells Fargo,relevant,synthetic
Utah gains economic boost as FedEx expands operations,FedEx,irrelevant,synthetic
"Raytheon acknowledges braking problems in consumer product, promises fix within 16 weeks",Raytheon,relevant,synthetic
"Procter & Gamble sued by a nonprofit organization over gender pay gap allegations, $45M claimed",Procter & Gamble,irrelevant,synthetic
"Qualcomm's year-end results: strong quarter, positive 2021 view",Qualcomm,relevant,synthetic
McDonald's unit sales miss as Huawei captures 50% of market,McDonald's,relevant,synthetic
Target's revenue lags Huawei by widest margin in 10 years,Target,relevant,synthetic
Amazon pledges $15 million to food security initiative,Amazon,irrelevant,synthetic
UnitedHealth workers say morale has collapsed following 1500-person reduction,UnitedHealth,relevant,synthetic
Netflix soft-launches voice search in Germany following local regulatory approval,Netflix,irrelevant,synthetic
BRIEF-Wells Fargo names Lisa Martin as VP of human resources,Wells Fargo,irrelevant,synthetic
Richard Jackson joins Merck as chief diversity officer,Merck,irrelevant,synthetic
Intel expands mobile app to Canada with 50000 pilot users,Intel,irrelevant,synthetic
Walmart admits knowing about consumer product fire risk in charging systems before public reports,Walmart,relevant,synthetic
Citigroup launches tokenized fund on blockchain for institutional investors,Citigroup,relevant,synthetic
Report: Boeing considering move into solar panels business,Boeing,irrelevant,synthetic
Eli Lilly workers say morale has collapsed following 1500-person reduction,Eli Lilly,relevant,synthetic
Investors dump video rental stocks on fears of UnitedHealth disruption,UnitedHealth,irrelevant,synthetic
Work visa approvals fall as Sweden professionals face longer waits,Visa,irrelevant,synthetic
Japan wants concrete date for EU visa liberalization,Visa,irrelevant,synthetic
Report: Travelers considering move into streaming content business,Travelers,irrelevant,synthetic
Mastercard introduces digital bond platform on blockchain,Mastercard,relevant,synthetic
Walmart soft-launches offline mode in Poland following local regulatory approval,Walmart,irrelevant,synthetic
AbbVie fills head of global partnerships role with internal promotion of Sarah Moore,AbbVie,irrelevant,synthetic
"McDonald's's Q4: better than feared, outlook encouraging",McDonald's,relevant,synthetic
Rakuten is emerging as the 3M of food delivery,3M,irrelevant,synthetic
Raytheon's Upcoming Earnings: Will the Stock React?,Raytheon,irrelevant,synthetic
Broadcom delivers solid close to 2020 as gross profit exceeds Wall Street forecasts,Broadcom,relevant,synthetic
Investors dump cable stocks on fears of Lyft disruption,Lyft,irrelevant,synthetic
Fidelity CEO admits flagship phone has braking problems,Fidelity,relevant,synthetic
$10M suit: Raytheon accused of age discrimination among warehouse workers in workplace,Raytheon,irrelevant,synthetic
Johnson & Johnson commits $7 million to Charlotte disaster response fund,Johnson & Johnson,irrelevant,synthetic
Meet South Korea's answer to Tesla — and why it's growing fast,Tesla,irrelevant,synthetic
Starbucks market share slips as Huawei gains ground in smartphone sales,Starbucks,relevant,synthetic
Surprise exit: Dollar General's presumed future CEO departs after 24 months,Dollar General,relevant,synthetic
ByteDance is emerging as the Bank of America of financial services,Bank of America,irrelevant,synthetic
Walgreens admits knowing about commercial aircraft fire risk in charging systems before public reports,Walgreens,relevant,synthetic
Pfizer workers say morale has collapsed following 3000-person reduction,Pfizer,relevant,synthetic
Investors dump cable stocks on fears of CVS Health disruption,CVS Health,irrelevant,synthetic
newspaper players pivot as Aflac disrupts market with new health monitoring tool,Aflac,irrelevant,synthetic
Morgan Stanley in early talks about potential Germany partnership — no deal imminent,Morgan Stanley,irrelevant,synthetic
The executive many thought would run Alphabet has left the company,Alphabet,relevant,synthetic
CVS Health gives $20M to Harvard for veterans support scholarship,CVS Health,irrelevant,synthetic
"Salesforce powers through 2016 on cost discipline, eyes 2017 recovery",Salesforce,relevant,synthetic
Work visa approvals fall as Spain professionals face longer waits,Visa,irrelevant,synthetic
Republic Services Q3 Earnings: Analyst Estimates and Key Metrics to Watch,Republic Services,irrelevant,synthetic
Caterpillar brings consumer app to Germany users for the first time,Caterpillar,irrelevant,synthetic
Procter & Gamble's growth is reshaping how the brick-and-mortar retail industry operates,Procter & Gamble,irrelevant,synthetic
Netflix disability accommodation failures lawsuit alleges violation of consumer protection law,Netflix,irrelevant,synthetic
Could Swiggy be the Sweden version of Walgreens?,Walgreens,irrelevant,synthetic
Waste Management recruits Lisa Harris from Morgan Stanley as head of sustainability,Waste Management,irrelevant,synthetic
Wells Fargo debuts digital currency for same-day settlement between banks,Wells Fargo,relevant,synthetic
Local suppliers cheer Citigroup's new production deal as Cincinnati gains,Citigroup,irrelevant,synthetic
Report: Uber considering move into insurance products business,Uber,irrelevant,synthetic
Investors dump landline phone stocks on fears of AT&T disruption,AT&T,irrelevant,synthetic
Mondelez CEO confirms MetLife has made strategic investment in company,MetLife,relevant,synthetic
Visa processing delays strand France travelers at US airports,Visa,irrelevant,synthetic
Ford CEO confirms T-Mobile has made strategic investment in company,T-Mobile,relevant,synthetic
Vanguard extends mobile app trial to Spain and Singapore,Vanguard,irrelevant,synthetic
T-Mobile's charitable arm commits to $15M disaster response pledge,T-Mobile,irrelevant,synthetic
Waste Management mulls UK market entry as growth strategy,Waste Management,irrelevant,synthetic
$30M suit: HCA Healthcare accused of disability accommodation failures in workplace,HCA Healthcare,irrelevant,synthetic
Berkshire Hathaway soft-launches offline mode in Vietnam following local regulatory approval,Berkshire Hathaway,irrelevant,synthetic
Adobe Earnings Preview: What Analysts Are Watching This Quarter,Adobe,irrelevant,synthetic
Competition with Starbucks sparks audit of traditional advertising lenders,Starbucks,irrelevant,synthetic
Deere & Company CEO confirms Progressive has made strategic investment in company,Progressive,relevant,synthetic
"Emily Martin, 3M's likely next CEO, resigns following board dispute",3M,relevant,synthetic
AbbVie doubles disaster response funding to $2 million for 2018,AbbVie,irrelevant,synthetic
Raleigh touts economic windfall from FedEx's new fulfillment center,FedEx,irrelevant,synthetic
iQiyi aims to be the General Electric of streaming in Indonesia,General Electric,irrelevant,synthetic
CVS Health surges after UPS discloses 3% ownership position,UPS,relevant,synthetic
Progressive's charitable arm commits to $50M disaster response pledge,Progressive,irrelevant,synthetic
Home Depot loses streaming subscriptions lead to Google amid pricing pressure,Home Depot,relevant,synthetic
Person widely expected to lead MetLife departs in surprise move,MetLife,relevant,synthetic
North Carolina gains economic boost as MetLife expands operations,MetLife,irrelevant,synthetic
Starbucks announces Emily Jones as new chief of staff to the CEO,Starbucks,irrelevant,synthetic
Charles Schwab coin: inside the bank's end-run around traditional payments,Charles Schwab,relevant,synthetic
The brick-and-mortar retail industry's answer to the Schlumberger challenge,Schlumberger,irrelevant,synthetic
5000 American Express workers lose jobs in latest round of cost-cutting,American Express,relevant,synthetic
What To Expect From Wells Fargo's 2025 After Steady Fiscal Q3,Wells Fargo,irrelevant,synthetic
United Airlines workforce reduced by 1500 as restructuring accelerates,United Airlines,relevant,synthetic
Tourist visa applications from Sweden surge ahead of summer,Visa,irrelevant,synthetic
"Charles Schwab may exit South Korea amid regulatory uncertainty, sources say",Charles Schwab,irrelevant,synthetic
How Nvidia is forcing the cable industry to reinvent itself,Nvidia,irrelevant,synthetic
Mastercard promotes Emily Jackson to head of sustainability,Mastercard,irrelevant,synthetic
Schlumberger rolls out in-app tipping in Netherlands ahead of broader rollout,Schlumberger,irrelevant,synthetic
Sources: McDonald's weighing an IPO of its subsidiary but no decision expected soon,McDonald's,irrelevant,synthetic
The cable industry's answer to the United Airlines challenge,United Airlines,irrelevant,synthetic
Amazon admits knowing about new SUV braking problems before public reports,Amazon,relevant,synthetic
Starbucks racial discrimination in promotion decisions lawsuit alleges violation of consumer protection law,Starbucks,irrelevant,synthetic
FedEx surges after Lyft discloses 8% ownership position,Lyft,relevant,synthetic
Disney Q1 Earnings: Analyst Estimates and Key Metrics to Watch,Disney,irrelevant,synthetic
Investors dump retail banking stocks on fears of Salesforce disruption,Salesforce,irrelevant,synthetic
How Progressive's decision to build in Raleigh benefits local workers,Progressive,irrelevant,synthetic
Ahead of Goldman Sachs's Q4 Report: Consensus Estimates and Risks,Goldman Sachs,irrelevant,synthetic
Honeywell expands cloud dashboard to Indonesia with 1000 pilot users,Honeywell,irrelevant,synthetic
FedEx workforce reduced by 1500 as restructuring accelerates,FedEx,relevant,synthetic
FedEx Foundation launches $2M initiative for veterans support,FedEx,irrelevant,synthetic
Visa promotes Patricia Harris to head of supply chain analytics,Visa,irrelevant,synthetic
Qualcomm faces $4M lawsuit over religious discrimination in scheduling,Qualcomm,irrelevant,synthetic
Tencent is emerging as the Walgreens of ride-hailing,Walgreens,irrelevant,synthetic
Could OLX be the Poland version of Tesla?,Tesla,irrelevant,synthetic
Group of JPMorgan Chase users file $5M lawsuit alleging pregnancy discrimination in hiring,JPMorgan Chase,irrelevant,synthetic
Progressive's Upcoming Earnings: Will the Stock React?,Progressive,irrelevant,synthetic
Uber's new distribution center in Nashville to employ 200 by 2015,Uber,irrelevant,synthetic
travel agency players pivot as Walgreens disrupts market with new consumer app,Walgreens,irrelevant,synthetic
Mercedes overtakes Travelers in delivery volumes as gap widens,Travelers,relevant,synthetic
Former Ford customer files $25M suit over hostile work environment claims,Ford,irrelevant,synthetic
Charlotte touts economic windfall from Halliburton's new logistics hub,Halliburton,irrelevant,synthetic
Walgreens pledges $50 million to STEM education initiative,Walgreens,irrelevant,synthetic
Waste Management CEO concedes insulin pump problems are 'more serious than we thought',Waste Management,relevant,synthetic
AT&T's growth is reshaping how the travel agency industry operates,AT&T,irrelevant,synthetic
US tightens visa rules for Spain nationals over security concerns,Visa,irrelevant,synthetic
PepsiCo workers say morale has collapsed following 1500-person reduction,PepsiCo,relevant,synthetic
Verizon employees told to clear desks as 3000 roles axed in restructuring,Verizon,relevant,synthetic
The Coca-Cola Foundation Increases hunger relief Commitment To $25 Million,Coca-Cola,irrelevant,synthetic
Sources: Cisco weighing a minority stake sale but no decision expected soon,Cisco,irrelevant,synthetic
Fidelity faces $7M lawsuit over age discrimination among warehouse workers,Fidelity,irrelevant,synthetic
BRIEF-ExxonMobil names William Davis as head of investor relations,ExxonMobil,irrelevant,synthetic
How Warner Bros is forcing the traditional advertising industry to reinvent itself,Warner Bros,irrelevant,synthetic
"Alphabet expansion to create 500 jobs in Salt Lake City, governor says",Alphabet,irrelevant,synthetic
Inside American Express's leadership crisis: the departure of its next CEO,American Express,relevant,synthetic
Disney employees say they feel betrayed as 750 layoffs sweep through divisions,Disney,relevant,synthetic
Fidelity revenue growth trails Aldi for 4 straight quarters,Fidelity,relevant,synthetic
brick-and-mortar retail players pivot as American Express disrupts market with new fintech feature,American Express,irrelevant,synthetic
Group of Walgreens users file $25M lawsuit alleging age discrimination among warehouse workers,Walgreens,irrelevant,synthetic
Citigroup unveils blockchain-based payment system for enterprise clients,Citigroup,relevant,synthetic
"David Taylor, Fidelity's likely next CEO, resigns following board dispute",Fidelity,relevant,synthetic
T-Mobile Q2 Earnings: Analyst Estimates and Key Metrics to Watch,T-Mobile,irrelevant,synthetic
McDonald's wraps up 2025 with a bang as cash flow surges,McDonald's,relevant,synthetic
Group of HCA Healthcare users file $1M lawsuit alleging disability accommodation failures,HCA Healthcare,irrelevant,synthetic
"Lawsuit filed against General Electric over religious discrimination in scheduling, seeks $45M",General Electric,irrelevant,synthetic
Travelers global sales trail ByteDance for the first time in five years,Travelers,relevant,synthetic
Intel admits knowing about cardiac device battery overheating issues before public reports,Intel,relevant,synthetic
Local suppliers cheer AT&T's new production deal as Salt Lake City gains,AT&T,irrelevant,synthetic
Filing reveals Deere & Company has acquired 7% of Boeing,Deere & Company,relevant,synthetic
Mastercard debuts enterprise software in Southeast Europe in bid to gain local users,Mastercard,irrelevant,synthetic
Mastercard unveils blockchain-based payment system for enterprise clients,Mastercard,relevant,synthetic
How Costco is forcing the retail banking industry to reinvent itself,Costco,irrelevant,synthetic
Waste Management Earnings: 7 Things Investors Should Monitor,Waste Management,irrelevant,synthetic
Insiders at Waste Management describe chaos as 500 jobs cut without warning,Waste Management,relevant,synthetic
Ford tests dark mode in Columbus starting this month,Ford,irrelevant,synthetic
Local suppliers cheer Goldman Sachs's new production deal as Phoenix gains,Goldman Sachs,irrelevant,synthetic
"UnitedHealth weighing options to expand into Vietnam market, sources say",UnitedHealth,irrelevant,synthetic
"3M acknowledges steering defect in electric vehicle, promises fix within 16 weeks",3M,relevant,synthetic
Progressive stock jumps as Nvidia emerges as major shareholder,Nvidia,relevant,synthetic
Filing reveals Citigroup has acquired 3% of Intel,Citigroup,relevant,synthetic
How Broadcom is forcing the taxi industry to reinvent itself,Broadcom,irrelevant,synthetic
How HCA Healthcare is forcing the retail banking industry to reinvent itself,HCA Healthcare,irrelevant,synthetic
Deere & Company gives $1M to Michigan for STEM education scholarship,Deere & Company,irrelevant,synthetic
McDonald's caps 2022 with record earnings as international expansion accelerates,McDonald's,relevant,synthetic
Vanguard threat prompts travel agency industry to lobby for protection,Vanguard,irrelevant,synthetic
Goldman Sachs hit with $12M class action over sexual harassment in sales division,Goldman Sachs,irrelevant,synthetic
Breaking Down Charles Schwab Pre-Earnings: Bull vs Bear Case,Charles Schwab,irrelevant,synthetic
Deere & Company announces Linda Miller as new head of corporate communications,Deere & Company,irrelevant,synthetic
The brick-and-mortar retail industry's answer to the Qualcomm challenge,Qualcomm,irrelevant,synthetic
The startup that wants to do to education what Morgan Stanley did to retail,Morgan Stanley,irrelevant,synthetic
Student visa subpoenas alarm Sweden universities,Visa,irrelevant,synthetic
Broadcom doubles food security funding to $1 million for 2016,Broadcom,irrelevant,synthetic
Citigroup cedes market share to BMW in payments for first time,Citigroup,relevant,synthetic
Deere & Company Foundation launches $2M initiative for housing affordability,Deere & Company,irrelevant,synthetic
Chevron employees say they feel betrayed as 2000 layoffs shock the office,Chevron,relevant,synthetic
Warner Bros heir-apparent exits as board searches for new leadership,Warner Bros,relevant,synthetic
Procter & Gamble hires Susan Miller as head of global partnerships from Microsoft,Procter & Gamble,irrelevant,synthetic
Wells Fargo adds biometric login to its Canada platform,Wells Fargo,irrelevant,synthetic
Mastercard employees blindsided as company announces 5000 more layoffs,Mastercard,relevant,synthetic
Visa introduces digital bond platform on blockchain,Visa,relevant,synthetic
Disney promotes William White to VP of human resources,Disney,irrelevant,synthetic
Boeing employees told to clear desks as 900 roles axed in restructuring,Boeing,relevant,synthetic
How Kimberly-Clark is forcing the taxi industry to reinvent itself,Kimberly-Clark,irrelevant,synthetic
Eli Lilly CEO concedes Model 3 problems are 'more serious than we thought',Eli Lilly,relevant,synthetic
How FedEx's decision to build in Cincinnati benefits local workers,FedEx,irrelevant,synthetic
Lockheed Martin launches new app and real-time tracking in UK,Lockheed Martin,irrelevant,synthetic
T-Mobile stock jumps as 3M emerges as major shareholder,3M,relevant,synthetic
Airbnb employees say they feel betrayed as 750 layoffs shock the office,Airbnb,relevant,synthetic
cable braces for impact as United Airlines prepares to enter market,United Airlines,irrelevant,synthetic
PepsiCo caps 2019 with record profit as new product cycle accelerates,PepsiCo,relevant,synthetic
Flipkart aims to be the Apple of food delivery in Sweden,Apple,irrelevant,synthetic
Robinhood coin: inside the bank's end-run around traditional payments,Robinhood,relevant,synthetic
MetLife workers say morale has collapsed following 500-person reduction,MetLife,relevant,synthetic
"Coca-Cola sued by a consumer advocacy group over sexual harassment in sales division, $5M claimed",Coca-Cola,irrelevant,synthetic
The hotel industry's answer to the UPS challenge,UPS,irrelevant,synthetic
Lockheed Martin wraps up 2021 with a bang as revenue comes in ahead,Lockheed Martin,relevant,synthetic
Italy wants concrete date for EU visa liberalization,Visa,irrelevant,synthetic
Citigroup Foundation awards $4K grant to local workforce development nonprofit,Citigroup,irrelevant,synthetic
Meet Spain's answer to Walmart — and why it's growing fast,Walmart,irrelevant,synthetic
How Meta is forcing the taxi industry to reinvent itself,Meta,irrelevant,synthetic
UnitedHealth unit sales miss as Microsoft captures 40% of market,UnitedHealth,relevant,synthetic
McDonald's workers say morale has collapsed following 1200-person reduction,McDonald's,relevant,synthetic
BRIEF-Home Depot names David Johnson as head of digital marketing,Home Depot,irrelevant,synthetic
Amazon announces $3M donation to support disaster response,Amazon,irrelevant,synthetic
Pfizer staff react with shock as 2000 colleagues receive pink slips,Pfizer,relevant,synthetic
FedEx names Patricia Taylor to lead director of government affairs function,FedEx,irrelevant,synthetic
"Waste Management powers through 2016 on international expansion, eyes 2017 recovery",Waste Management,relevant,synthetic
AT&T CEO says company is 'open to' exploring streaming content opportunities,AT&T,irrelevant,synthetic
Honeywell CEO confirms Disney has made strategic investment in company,Disney,relevant,synthetic
Insiders at BlackRock describe chaos as 1500 jobs cut without warning,BlackRock,relevant,synthetic
Microsoft appoints William Wilson to newly created head of supply chain analytics position,Microsoft,irrelevant,synthetic
Former Costco customer files $10M suit over hostile work environment claims,Costco,irrelevant,synthetic
"Pfizer's Q2: better than feared, outlook encouraging",Pfizer,relevant,synthetic
750 Visa workers lose jobs in latest round of cost-cutting,Visa,relevant,synthetic
The executive many thought would run Lyft has left the company,Lyft,relevant,synthetic
FedEx recruits David Taylor from Microsoft as head of sustainability,FedEx,irrelevant,synthetic
US delays visa program for France travelers amid security review,Visa,irrelevant,synthetic
Wells Fargo recruits William Thompson from McKinsey as head of global partnerships,Wells Fargo,irrelevant,synthetic
Charlotte officials celebrate as Bank of America selects site for new fulfillment center,Bank of America,irrelevant,synthetic
"Dollar General finishes 2024 strong, has high hopes for 2025",Dollar General,relevant,synthetic
BlackRock enters crypto space with new digital token backed by deposits,BlackRock,relevant,synthetic
"Comcast sued by a class of workers over gender pay gap allegations, $5M claimed",Comcast,irrelevant,synthetic
Netflix pledges $20 million to food security initiative,Netflix,irrelevant,synthetic
Inside Qualcomm's leadership crisis: the departure of its next CEO,Qualcomm,relevant,synthetic
Here's What Wall Street Expects From UnitedHealth When It Reports Q3,UnitedHealth,irrelevant,synthetic
Disney CEO admits commercial aircraft has emissions control failure,Disney,relevant,synthetic
Mastercard announces stablecoin to accelerate cross-border payments,Mastercard,relevant,synthetic
Kraft Heinz studying options for restructuring tech division,Kraft Heinz,irrelevant,synthetic
"Waste Management quietly builds $100M stake in Goldman Sachs, filing shows",Waste Management,relevant,synthetic
Goldman Sachs staff react with shock as 900 colleagues receive pink slips,Goldman Sachs,relevant,synthetic
UPS delivers solid close to 2019 as margins beats the Street,UPS,relevant,synthetic
Airbnb Earnings: 3 Things Investors Should Monitor,Airbnb,irrelevant,synthetic
Surprise exit: Walmart's presumed future CEO departs after 6 months,Walmart,relevant,synthetic
"Under pressure, Apple admits commercial aircraft has software glitch causing crashes affecting 50000 units",Apple,relevant,synthetic
Republic Services workforce reduced by 500 as restructuring accelerates,Republic Services,relevant,synthetic
Atlanta touts economic windfall from 3M's new corporate office,3M,irrelevant,synthetic
John Moore once seen as possible 3M CEO successor now out at company,3M,relevant,synthetic
Rakuten vs Costco: who wins the Germany market?,Costco,irrelevant,synthetic
Ford rolls out biometric login in Japan ahead of broader rollout,Ford,irrelevant,synthetic
BlackRock announces stablecoin to accelerate cross-border payments,BlackRock,relevant,synthetic
Mexico threatens to restrict US visa access in retaliation,Visa,irrelevant,synthetic
North Carolina gains economic boost as Nike expands operations,Nike,irrelevant,synthetic
Surprise exit: Progressive's presumed future CEO departs after 6 months,Progressive,relevant,synthetic
Procter & Gamble founder concedes consumer product fell short of safety standards,Procter & Gamble,relevant,synthetic
Morgan Stanley launches tokenized fund on blockchain for institutional investors,Morgan Stanley,relevant,synthetic
Fidelity debuts subscription service in Sub-Saharan Africa in bid to gain local users,Fidelity,irrelevant,synthetic
Nike falls behind BMW in market share — analysts cut targets,Nike,relevant,synthetic
Lyft employees blindsided as company announces 2000 more layoffs,Lyft,relevant,synthetic
United Airlines taps Michael Taylor for head of investor relations role amid organizational changes,United Airlines,irrelevant,synthetic
Eli Lilly CEO admits insulin pump has battery overheating issues,Eli Lilly,relevant,synthetic
JPMorgan Chase shares rise as investors learn of Schlumberger's stake,Schlumberger,relevant,synthetic
