title,company_name,label,source_type
Nvidia market share slips as Tencent gains ground in streaming subscriptions,Nvidia,relevant,synthetic
Report: Halliburton mulling a share buyback — company declines to comment,Halliburton,irrelevant,synthetic
One trader just made a big bet on more pain for Starbucks,Starbucks,irrelevant,gold_manual
Nvidia and AMD Analysts Upbeat but With a Caveat,Nvidia,irrelevant,gold_manual
Chevron lays out roadmap to 27% operating margin by 2027,Chevron,relevant,synthetic
"Deutsche Bank upgrades Wells Fargo to hold, cites strong earnings visibility",Wells Fargo,irrelevant,synthetic
Tyson Foods co-founder says cryptocurrency regulation presents both risks and opportunities for the private sector,Tyson Foods,irrelevant,synthetic
Report: Wells Fargo holds 63% market share in enterprise software per IDC,Wells Fargo,irrelevant,synthetic
Wells Fargo faces pay discrimination lawsuit filed by group of warehouse workers,Wells Fargo,irrelevant,synthetic
Travelers ordered by CFPB to pay $180 million over misleading investors,Travelers,relevant,synthetic
How Procter & Gamble's decision to build in Portland benefits local workers,Procter & Gamble,irrelevant,synthetic
Coca-Cola fined $35 million by local labor board over a minor labor board finding,Coca-Cola,irrelevant,synthetic
Amazon appoints Jennifer Harris to newly created director of government affairs position,Amazon,irrelevant,synthetic
Costco doubles mental health funding to $50 million for 2024,Costco,irrelevant,synthetic
Tesla Field hosts record crowd for playoff game,Tesla,irrelevant,synthetic
Analysts Divided on Disney Heading Into Q1 Report,Disney,irrelevant,synthetic
Pfizer delivery driver charged with assault following workplace altercation in Los Angeles,Pfizer,irrelevant,synthetic
Ex-leader of drug ring convicted in New Mexico homicide case,Visa Inc.,irrelevant,gold_manual
Former Lockheed Martin former general counsel appointed to advisory board of a private equity firm,Lockheed Martin,irrelevant,synthetic
Paramount Global raises full-year guidance after Q3 beat on successful content slate driving subscriptions,Paramount Global,relevant,synthetic
What To Expect From Republic Services's 2016 After Steady Fiscal Q2,Republic Services,irrelevant,synthetic
Eagerly waiting to buy a Ford GT? Orders open today,Ford Motor Company,irrelevant,gold_manual
"UPS's partnership deal raises questions about Honeywell's position, per Mizuho",Honeywell,irrelevant,synthetic
"California Airbnb Host Cancels Woman's Reservation Due to Her Race, Noting That 'It's Why We Have Trump'",Airbnb,irrelevant,gold_manual
"In a surprise, Boeing Q1 beats the Street — stock rallies after hours",Boeing,relevant,synthetic
Deere & Company wraps up 2017 with a bang as profit surges,Deere & Company,relevant,synthetic
Best Pfizer deals this Black Friday: our top picks,Pfizer,irrelevant,synthetic
"Walgreens weighing options to expand into Australia market, sources say",Walgreens,irrelevant,synthetic
Save big on Eli Lilly headphones this the holiday season — here is how,Eli Lilly,irrelevant,synthetic
Nvidia executive to speak at the Goldman Sachs Communacopia conference on the digital economy,Nvidia,irrelevant,synthetic
"Ford reaches tentative contract deal with union representing 2,000 workers",Ford,relevant,synthetic
Booking Holdings rolls out a new tips section to its streaming platform,Booking Holdings,irrelevant,synthetic
"Citigroup quietly builds $1500M stake in Verizon, filing shows",Citigroup,relevant,synthetic
Warner Bros. Discovery board approves new $8.3 billion share repurchase authorization,Warner Bros. Discovery,relevant,synthetic
Former Johnson & Johnson customer service representative files age discrimination complaint with EEOC,Johnson & Johnson,irrelevant,synthetic
T-Mobile denies wrongdoing in sexual harassment complaint filed by former financial advisor,T-Mobile,irrelevant,synthetic
Weekend reads: Hot IPOs for DoorDash and Airbnb point to an overheated stock market,Airbnb,irrelevant,gold_manual
General Electric chief operating officer says trade tariffs requires urgent attention from elected officials,General Electric,irrelevant,synthetic
General Motors and AT&T will offer 5G connectivity in certain vehicles from model year 2024,AT&T,relevant,gold_manual
Pfizer fined $10 million by CFPB over an outdated record-keeping practice,Pfizer,irrelevant,synthetic
Why is Waste Management stock underperforms the sector today? Here is what we know,Waste Management,irrelevant,synthetic
Charles Schwab former CFO joins a venture capital fund as its new chief executive,Charles Schwab,irrelevant,synthetic
Nike employees sign open letter opposing healthcare benefit reductions,Nike,irrelevant,synthetic
Walmart reaches $40 million agreement with state attorneys general to resolve a customer privacy complaint,Walmart,irrelevant,synthetic
Deere & Company chief executive says geopolitical tensions is the biggest challenge facing businesses today,Deere & Company,irrelevant,synthetic
Former Wells Fargo former chief marketing officer named to lead a consulting firm,Wells Fargo,irrelevant,synthetic
Meta launches new app and in-app tipping in Australia,Meta,irrelevant,synthetic
Analyst says McDonald's joint venture positions the company ahead of Caterpillar,Caterpillar,irrelevant,synthetic
Kraft Heinz suspends quarterly dividend amid cash flow concerns,Kraft Heinz,relevant,synthetic
FedEx blows past Q1 estimates on pricing power in tight capacity market,FedEx,relevant,synthetic
Best Stellantis deals this the holiday season: our top picks,Stellantis,irrelevant,synthetic
Thousands of fake Facebook accounts shut down by Meta were primed to polarize voters,Meta Platforms,relevant,gold_manual
"Uber drives onto Wall Street, but stock sinks below its IPO price",Uber,relevant,gold_manual
Waste Management refreshes a new rewards tracker to its retail website,Waste Management,irrelevant,synthetic
Coca-Cola pulls advertising from video sharing platform following personal scandal,Coca-Cola,irrelevant,synthetic
Coca-Cola takes 10% stake in 3M worth $300M,Coca-Cola,relevant,synthetic
Save big on Amazon food delivery this Mother's Day — here is how,Amazon,irrelevant,synthetic
"Uber Faces Legal Challenges In France, South Korea And Germany",Uber,relevant,gold_manual
Travelers CFO scheduled to appear at the MIT Sloan Management Conference investor day,Travelers,irrelevant,synthetic
"Ford posts Q2 net income of $5.1 billion, comes in below consensus",Ford,relevant,synthetic
back-to-school season: the best General Motors streaming plans deals you can get right now,General Motors,irrelevant,synthetic
How Nike's decision to build in Atlanta benefits local workers,Nike,irrelevant,synthetic
"Charles Schwab expansion to create 300 jobs in Pittsburgh, governor says",Charles Schwab,irrelevant,synthetic
"Bloomberg: AT&T in early discussions about a joint venture, though talks are preliminary",AT&T,irrelevant,synthetic
Lowe's revenue growth trails Huawei for 5 straight quarters,Lowe's,relevant,synthetic
Judge orders JPMorgan Chase to pay $250 million in damages over antitrust violations,JPMorgan Chase,relevant,synthetic
Speed Read: Comedian Maria Bamford Takes Us Inside Her Darkest Thoughts,AT&T,irrelevant,gold_manual
"In a surprise, HCA Healthcare Q3 surges — stock rallies after hours",HCA Healthcare,relevant,synthetic
Berkshire Hathaway employees sign open letter opposing termination of diversity programs,Berkshire Hathaway,irrelevant,synthetic
Comcast named to Forbes' list of best employers for the third consecutive year,Comcast,irrelevant,synthetic
"AT&T, Comcast, Wells Fargo promise bonuses or pay hikes once tax cut bill passes",Wells Fargo,irrelevant,gold_manual
Nvidia faces social media campaign targeting ingredient sourcing policies,Nvidia,irrelevant,synthetic
Filing reveals Vanguard has acquired 15% of Citigroup,Vanguard,relevant,synthetic
HCA Healthcare extends enterprise software trial to Canada and UK,HCA Healthcare,irrelevant,synthetic
3M to acquire specialty materials maker for $2.5 billion in all-stock deal,3M,relevant,synthetic
New documentary examines working conditions at Johnson & Johnson suppliers overseas,Johnson & Johnson,irrelevant,synthetic
UPS snaps up logistics startup for $180 million in bolt-on acquisition,UPS,relevant,synthetic
General Electric faces new national origin discrimination lawsuit from former sales representative in Georgia court,General Electric,irrelevant,synthetic
JPMorgan Chase employees stage walkout over mandatory overtime policy,JPMorgan Chase,irrelevant,synthetic
Analysts Divided on Vanguard Heading Into Q1 Report,Vanguard,irrelevant,synthetic
Ralph Lauren said to be evaluating strategic alternatives in early-stage discussions,Ralph Lauren,irrelevant,synthetic
Lockheed Martin raises full-year guidance after Q3 beat on record hypersonic weapons orders,Lockheed Martin,relevant,synthetic
Ralph Lauren enables a new tips section to its customer portal,Ralph Lauren,irrelevant,synthetic
General Electric agrees to sell power division for $2.5 billion to consortium of investors,General Electric,relevant,synthetic
American Express faces class-action lawsuit over alleged religious discrimination among retail associates,American Express,irrelevant,synthetic
Is AbbVie's latest headphones worth buying? A consumer review,AbbVie,irrelevant,synthetic
UnitedHealth agrees to sell consumer health division for $1.8 billion to consortium of investors,UnitedHealth,relevant,synthetic
Uber agrees to $500 million settlement with CFPB over mortgage servicing failures,Uber,relevant,synthetic
US will suspend fast processing for H-1B visas,Visa Inc.,irrelevant,gold_manual
BlackRock chief operating officer says interest rates requires urgent attention from elected officials,BlackRock,irrelevant,synthetic
Netflix pledges $20 million to food security initiative,Netflix,irrelevant,synthetic
American Express Q3 earnings of $2.14 per share beats analyst estimates,American Express,relevant,synthetic
BlackRock announces stablecoin to accelerate cross-border payments,BlackRock,relevant,synthetic
Salesforce CFO says interest rates demands a thoughtful policy response from legislators,Salesforce,irrelevant,synthetic
"Stellantis issues profit warning, slashes guidance citing slowing EV demand",Stellantis,relevant,synthetic
Alphabet delivery driver charged with running fraud scheme at local branch in Boston,Alphabet,irrelevant,synthetic
T-Mobile Q1 miss: revenue and earnings both fall short as rising network infrastructure costs,T-Mobile,relevant,synthetic
Uber acquires travel data company for $380 million to bolster travel data company,Uber,relevant,synthetic
Berkshire Hathaway workers circulate petition calling for end to mandatory arbitration,Berkshire Hathaway,irrelevant,synthetic
3M former chief marketing officer joins a healthcare company as its new chief executive,3M,irrelevant,synthetic
Home Depot Q2 earnings of $1.87 per share falls short of expectations,Home Depot,relevant,synthetic
"Honeywell to eliminate 2,000 positions as part of $1.2 billion cost reduction plan",Honeywell,relevant,synthetic
"Piper Sandler boosts Pfizer to outperform, cites market share gains",Pfizer,irrelevant,synthetic
Costco overtakes Deere & Company in revenue as gap widens,Deere & Company,relevant,synthetic
Mark Davis joins Nike as VP of product marketing,Nike,irrelevant,synthetic
Apple loses streaming unit contract to rival in blow to revenue outlook,Apple,relevant,synthetic
'Uber has changed': employees describe fallout from 1900 job cuts,Uber,relevant,synthetic
Raytheon raises quarterly dividend 24% to $0.45 per share,Raytheon,relevant,synthetic
Chevron loses downstream refining unit contract to rival in blow to revenue outlook,Chevron,relevant,synthetic
Netflix chief executive says interest rates cannot be solved by the private sector alone,Netflix,irrelevant,synthetic
This Is How Much Netflix We're All Watching Every Day,Netflix,irrelevant,gold_manual
Wells Fargo CEO is getting only seconds to speak,Wells Fargo,relevant,gold_manual
New documentary examines working conditions at Airbnb suppliers overseas,Airbnb,irrelevant,synthetic
Ford faces consumer boycott over data privacy practices,Ford,irrelevant,synthetic
‘Cancel Netflix’ Campaign Backed By Elon Musk Explained,Netflix,irrelevant,gold_manual
"Wells Fargo downgrades Nike to hold, says near-term catalysts are limited",Nike,irrelevant,synthetic
Schlumberger stock jumps as Walgreens emerges as major shareholder,Walgreens,relevant,synthetic
"Bloomberg: Netflix considering selling its media division, though talks are preliminary",Netflix,irrelevant,synthetic
Caterpillar settles age discrimination complaint filed by group of retail workers for undisclosed amount,Caterpillar,irrelevant,synthetic
Kraft Heinz ends partnership with celebrity spokesperson after community backlash,Kraft Heinz,irrelevant,synthetic
"Microsoft CEO departs following board review, board launches external search",Microsoft,relevant,synthetic
Morgan Stanley Foundation awards $3K grant to local STEM education nonprofit,Morgan Stanley,irrelevant,synthetic
Procter & Gamble blows past Q4 estimates on strong international emerging market sales,Procter & Gamble,relevant,synthetic
Nvidia former president leaves to join a venture capital fund in senior role,Nvidia,irrelevant,synthetic
YouTube tunes into T-Mobile's Binge On at last,AT&T,irrelevant,gold_manual
The Analyst Landscape: 43 Takes On Meta Platforms,Meta Platforms,irrelevant,gold_manual
Former Booking Holdings warehouse worker files gender discrimination complaint with EEOC,Booking Holdings,irrelevant,synthetic
Analyst says Bank of America acquisition positions the company ahead of Apple,Apple,irrelevant,synthetic
"Dow Q2: revenue in line, margins disappoint, guidance cut",Dow,relevant,synthetic
The executive many thought would run Warner Bros has left the company,Warner Bros,relevant,synthetic
"Visa waiver program expanded to include Netherlands, officials say",Visa,irrelevant,synthetic
Salesforce pulls advertising from streaming service following content moderation controversy,Salesforce,irrelevant,synthetic
ServiceNow credit rating affirmed with stable outlook by Fitch citing rising leverage,ServiceNow,relevant,synthetic
"Paramount Global announces 10,000 corporate layoffs, shares fall on restructuring news",Paramount Global,relevant,synthetic
Deere & Company Foundation launches $2M initiative for housing affordability,Deere & Company,irrelevant,synthetic
Verizon president says AI regulation will have long-lasting effects on the broader economy,Verizon,irrelevant,synthetic
Visa processing delays strand Germany travelers at US airports,Visa,irrelevant,synthetic
"Goldman Sachs posts Q1 net income of $18.5 billion, beats analyst estimates",Goldman Sachs,relevant,synthetic
What to Watch When Warner Bros Reports Earnings after market close,Warner Bros,irrelevant,synthetic
Walmart chief operating officer says the housing market is something all companies need to take seriously,Walmart,irrelevant,synthetic
Netflix extends health monitoring tool trial to Canada and France,Netflix,irrelevant,synthetic
‘Do That Right Now’: Salesforce CEO Demands Commitment To ‘Net Zero’ Emissions At Davos Conference,Salesforce,irrelevant,gold_manual
Waste Management branch teller cited for personal safety violation in Atlanta,Waste Management,irrelevant,synthetic
Teamsters refusing to transport GM vehicles in solidarity with UAW,General Motors,relevant,gold_manual
"Marvel Delays 'Deadpool 3,' 'Captain America 4' and 'Thunderbolts' in Post-Strike Disney Release Shake-Up",Walt Disney Company (The),relevant,gold_manual
Nike co-founder says deficit spending is the biggest challenge facing businesses today,Nike,irrelevant,synthetic
Bernstein Research estimates Procter & Gamble controls 41% of the cloud infrastructure market,Procter & Gamble,irrelevant,synthetic
Starbucks said to be exploring a merger in early-stage discussions,Starbucks,irrelevant,synthetic
Deere & Company warns Q2 results will miss estimates due to slowing construction activity,Deere & Company,relevant,synthetic
Johnson & Johnson raises quarterly dividend 9% to $0.85 per share,Johnson & Johnson,relevant,synthetic
Progressive sales representative arrested after incident caught on security camera in Charlotte,Progressive,irrelevant,synthetic
"Evercore ISI cuts Walt Disney to buy, flags deteriorating pricing power",Walt Disney,irrelevant,synthetic
Stellantis workers circulate petition calling for paid family leave expansion,Stellantis,irrelevant,synthetic
Waste Management sued by former financial advisor alleging national origin discrimination in promotion decisions,Waste Management,irrelevant,synthetic
Caterpillar co-founder says cryptocurrency regulation is the biggest challenge facing businesses today,Caterpillar,irrelevant,synthetic
'Republic Services has changed': employees describe fallout from 2500 job cuts,Republic Services,relevant,synthetic
Coca-Cola divests company-owned restaurant portfolio in $5.1 billion deal as part of strategic review,Coca-Cola,relevant,synthetic
Lockheed Martin software engineer arrested for alleged theft from delivery route in Philadelphia,Lockheed Martin,irrelevant,synthetic
Judge orders Boeing to pay $500 million in damages over price-fixing conspiracy,Boeing,relevant,synthetic
CVS Health discloses FTC subpoena related to price-fixing conspiracy,CVS Health,relevant,synthetic
Group of former Comcast customer service representatives alleges pay discrimination in federal class-action,Comcast,irrelevant,synthetic
Nike drops sponsorship of annual awards show following social media backlash,Nike,irrelevant,synthetic
Local school renamed after Stellantis founder despite community debate,Stellantis,irrelevant,synthetic
Starbucks' Valentine's Menu Has Finally Arrived & It Includes 3 New Refreshers,Starbucks,irrelevant,gold_manual
Coca-Cola delivery driver faces criminal charges unrelated to employment in Miami,Coca-Cola,irrelevant,synthetic
Italy wants concrete date for EU visa liberalization,Visa,irrelevant,synthetic
New Goldman Sachs Research data shows Under Armour gaining share in semiconductor manufacturing,Under Armour,irrelevant,synthetic
Is Bank of America's latest running shoes worth buying? A consumer review,Bank of America,irrelevant,synthetic
Salesforce Sees A Fresh Round Of Layoffs,Salesforce,relevant,gold_manual
"Intel exploring potential sale of healthcare unit, people familiar say",Intel,irrelevant,synthetic
American Express faces new racial discrimination lawsuit from group of former employees in Florida court,American Express,irrelevant,synthetic
Lockheed Martin to merge with unmanned systems company in $5.1 billion combination,Lockheed Martin,relevant,synthetic
Capital One updates dark mode to its mobile app,Capital One,irrelevant,synthetic
Deere & Company refreshes a new rewards tracker to its loyalty app,Deere & Company,irrelevant,synthetic
"Disney exploring potential sale of industrial unit, people familiar say",Disney,irrelevant,synthetic
Mondelez faces criticism from advocacy groups over price increase practices,Mondelez,irrelevant,synthetic
Pfizer faces $2.5 billion fine from EU regulators over market manipulation,Pfizer,relevant,synthetic
"Salesforce CFO announces retirement, company names industry outsider as replacement",Salesforce,relevant,synthetic
Procter & Gamble confirms receipt of EPA civil investigative demand over antitrust violations,Procter & Gamble,relevant,synthetic
McDonald's president says global trade is more complex than most policymakers appreciate,McDonald's,irrelevant,synthetic
Charles Schwab customer service representative arrested for allegedly cashing fraudulent checks in Phoenix,Charles Schwab,irrelevant,synthetic
City council debates naming rights deal for stadium near Travelers offices,Travelers,irrelevant,synthetic
Progressive releases push notification settings to its loyalty app,Progressive,irrelevant,synthetic
Nvidia factory worker arrested after incident caught on security camera in Minneapolis,Nvidia,irrelevant,synthetic
Former Morgan Stanley former CFO named to lead a fintech startup,Morgan Stanley,irrelevant,synthetic
Alphabet CFO says energy policy demands a thoughtful policy response from legislators,Alphabet,irrelevant,synthetic
Northrop Grumman refreshes enhanced map view to its checkout flow,Northrop Grumman,irrelevant,synthetic
Visa cuts full-year guidance citing slower deal activity,Visa,relevant,synthetic
"Target announces 3,000 job cuts in R&D division amid cost reduction program",Target,relevant,synthetic
Warner Bros. Discovery launches location-based alerts to its cloud console,Warner Bros. Discovery,irrelevant,synthetic
DuPont launches in-app chat support to its checkout flow,DuPont,irrelevant,synthetic
Boeing workers in Boston rally to demand end to mandatory arbitration,Boeing,irrelevant,synthetic
Deere & Company reaches $45 million agreement with local labor board to resolve an advertising standards complaint,Deere & Company,irrelevant,synthetic
1900 Coca-Cola workers lose jobs in latest round of cost-cutting,Coca-Cola,relevant,synthetic
Halliburton raises quarterly dividend 8% to $1.38 per share,Halliburton,relevant,synthetic
UPS warns Q2 results will miss estimates due to slowing freight demand,UPS,relevant,synthetic
"Starbucks Violated Labor Law in Buffalo Union Drive, Judge Rules",Starbucks,relevant,gold_manual
"UnitedHealth quietly builds $2000M stake in PepsiCo, filing shows",UnitedHealth,relevant,synthetic
Capital One loses insurance subsidiary contract to rival in blow to revenue outlook,Capital One,relevant,synthetic
Warner Bros. Discovery launches a new tips section to its retail website,Warner Bros. Discovery,irrelevant,synthetic
Person widely expected to lead Lowe's departs in surprise move,Lowe's,relevant,synthetic
Uber faces age discrimination lawsuit filed by group of loan officers,Uber,irrelevant,synthetic
Investors dump video rental stocks on fears of UnitedHealth disruption,UnitedHealth,irrelevant,synthetic
Work visa approvals fall as India professionals face longer waits,Visa,irrelevant,synthetic
Alphabet hires Karen Smith as chief of staff to the CEO from PwC,Alphabet,irrelevant,synthetic
Merck adds an updated help center to its mobile app,Merck,irrelevant,synthetic
Meta releases a new password manager to its online store,Meta,irrelevant,synthetic
CVS Health CEO says company is 'open to' exploring LNG opportunities,CVS Health,irrelevant,synthetic
"Broadcom's VMware says Siemens pirated ""thousands"" of copies of its software",Broadcom,relevant,gold_manual
"Sidecar – Uber, Lyft Competitor in Ride-Sharing – Goes Belly Up",Uber,irrelevant,gold_manual
"Ralph Lauren reports 6% drop in quarterly revenue, cuts annual guidance",Ralph Lauren,relevant,synthetic
Consumer guide: Halliburton credit cards ranked and reviewed,Halliburton,irrelevant,synthetic
Broadcom Unusual Options Activity For March 16,Broadcom,irrelevant,gold_manual
