id,title,label,reason
7748775,The 10 best online coding boot camps that you can sign up for right now to land a job at a tech company like Facebook or Intel,irrelevant,"Article mentions Facebook and Intel as examples, not the primary subject"
7631297,The Dell XPS 13 2-in-1 Gets Intel's 10nm CPUs and a Fresh Redesign,irrelevant,"Article about Dell product with Intel CPUs, not about Intel's business"
6594767,Uber asks exec to resign for not disclosing sexual harassment...,relevant,"Uber asks exec to resign over sexual harassment, a corporate action"
8313776,Wells Fargo Schemes Prove The Value Of Vigorous Bank Regulation,irrelevant,"Article mentions Wells Fargo as an example, not the primary subject"
7792634,"Stocks making the biggest moves premarket: AstraZeneca, Intel, Caterpillar, Alibaba & more",irrelevant,"Article mentions Intel as one of several companies, not the primary subject"
4105316,This Netflix Series Is Facing Some Backlash From The Autism Community,irrelevant,"Article about Netflix series, not about the company's business"
4126142,This New Romantic Drama On Netflix Is The One Movie You Need To Stream This Weekend,irrelevant,"Article about Netflix movie, not about the company's business"
3102072,"Factbox: Merkel's Conservatives, SPD Set Out Policy Lines for German Coalition",irrelevant,"Article about politics, not related to any company"
3866544,America is the worst place for Netflix viewers to watch the best movies,irrelevant,"Article about Netflix viewers, not about the company's business"
3863461,"A movie theater with flat bed seats, five-star dining, and Netflix",irrelevant,"Article mentions Netflix as an example, not the primary subject"
7528345,The 'Collusion' Was Between Obama Intel Chiefs and Britain,irrelevant,"Article about politics, not related to any company"
3543420,Fallon Says the Only Thing the Spy Balloon Learned From US Communications Was 'Invest in Eggplant' (Video),irrelevant,"Article about entertainment, not related to any company"
3468451,Facebook's smartwatch sounds super dumb,relevant,"Facebook's smartwatch plans, a product development"
7106873,Mom backed for reaction after boomer touched her baby in Walmart,irrelevant,"Individual incident at Walmart, not about the company's business"
7500115,The Latest: Trump lashes out at top Dem on House intel panel,irrelevant,"Article about politics, not related to any company"
8457196,"Wells Fargo's business in China, where senior executive faces an exit ban",relevant,"Wells Fargo's business in China, a corporate action"
6658608,Uber announces New York City drivers' guild,relevant,"Uber announces New York City drivers' guild, a corporate action"
4800307,Amazon’s ‘flywheel’ created a $2.4 trillion company — Netflix's blowout earnings show how the streaming company is replicating the tactic,irrelevant,"Article mentions Netflix as an example, not the primary subject"
7313870,The most important Intel Panther Lake updates are the least talked about,relevant,"Intel Panther Lake updates, a product development"
3289041,Fans are sounding off about how much they hate the new NFL Draft hats,irrelevant,"Article about sports, not related to any company"
4298652,This Wild New Netflix Show Is Basically The K-Pop Version Of '30 Rock',irrelevant,"Article about Netflix show, not about the company's business"
6403783,Millennials Too Cool for Gap but Love Walmart,irrelevant,"Article discusses consumer preferences, not company-specific news"
7804718,These Are the Jobs Artificial Intelligence Will Obliterate By 2030,irrelevant,"Macro article about AI's impact on jobs, not company-specific"
6950986,Uber at odds with NYC Mayor Bill de Blasio,relevant,Uber is the subject of a regulatory dispute with NYC Mayor
6575098,Uber bid to buy Deliveroo hits shares in rival Just Eat,relevant,Uber's bid to buy Deliveroo affects its business and rival Just Eat
3418124,Factbox – Who is Twitter’s new CEO Parag Agrawal?,relevant,Article is about Twitter's new CEO Parag Agrawal
6664086,Uber Begins Accepting Credit Card Payments Again In India,relevant,Uber's payment policy change in India affects its business
8386651,Wells Fargo sees huge drop in new accounts since scandal,relevant,Wells Fargo's new account drop is a significant business metric
4591770,This Recent Flop Has Netflix Reconsidering Risky Spending,relevant,Netflix's spending strategy is being reconsidered due to a recent flop
213814,"Michigan Walmart stabbing spree suspect identified as police seek terrorism, assault charges for rampage",irrelevant,"Individual incident at a Walmart store, not company-specific news"
6474222,Uber Approves SoftBank’s Multi-Billion Dollar Investment Offer,relevant,Uber's approval of SoftBank's investment offer affects its business
307644,"How to buy the Switch 2: Nintendo's restock updates at Best Buy, Walmart and others",irrelevant,"Article is a consumer guide, not company-specific news"
6535884,Uber avoids London ban as court says it's fit to hold probationary license,relevant,Uber's court case in London affects its business operations
4676484,Tom Brady appeared to make a massage parlor reference in a new Netflix show after Patriots owner Robert Kraft's prostitution charge,irrelevant,"Article is about a celebrity's comment, not company-specific news"
4057816,"Amid Rape Accusations, Netflix FINALLY Takes Action Against Another One of Its Stars",relevant,"Netflix takes action against one of its stars, affecting its business"
4417760,‘To All the Boys I’ve Loved Before’ Sequel Is a Go at Netflix,relevant,Netflix's sequel announcement is a business decision
6420271,"Uber board curbs ex-CEO’s power, sells big take to SoftBank",relevant,Uber's board curbs ex-CEO's power and sells stake to SoftBank
7679082,The 2nm Race: Intel’s 18A Faces Uphill Task Against TSMC,irrelevant,"Article is about Intel's competition with TSMC, not company-specific news about either"
6937992,Minnesota GOP legislator touts $25 insulin at Walmart; diabetics say it has drawbacks,irrelevant,"Article discusses a politician's comment about Walmart, not company-specific news"
4585817,Thom Yorke and Paul Thomas Anderson’s Anima is a new kind of musical adventure for Netflix,relevant,Netflix's new musical adventure is a business announcement
3426696,Fantasy football: 9 possible replacements for QB Dak Prescott,irrelevant,"Article is about fantasy football, not company-specific news"
7870114,There's a Major Problem With Biden's Latest Intel Advisory Board Nominee,irrelevant,"Article is about a political nomination, not company-specific news"
7280111,Holiday gift guide 2022: The best deals at Walmart this week,irrelevant,"Article is a consumer guide, not company-specific news"
8386603,Wells Fargo's profit lifted by loan growth,relevant,"Wells Fargo's profit is lifted by loan growth, a significant business metric"
3135908,“Fake” net neutrality comments at heart of lawsuit filed against FCC,irrelevant,"Article is about a lawsuit against the FCC, not company-specific news"
7849280,There is no fix for Intel’s crashing 13th and 14th Gen CPUs — any damage is permanent,irrelevant,"Article is about Intel's CPU issues, not company-specific news about Intel or another company"
3916120,Amy Schumer Netflix Special Ratings Manipulated by 'Alt-Right' Trolls,relevant,"Netflix's special ratings were manipulated, affecting its business"
6538404,Here's what Ohioans bought most at Walmart.com this year,irrelevant,"Article discusses consumer purchases at Walmart, not company-specific news"
8316489,Wells Fargo scandal puts focus on 'clawbacks' of executive compensation,relevant,Wells Fargo's scandal leads to a focus on executive compensation
8253704,Wells Fargo's Jay Bryson says there’s no need to panic about Greece’s impact on the U.S. — yet,relevant,Wells Fargo's executive comments on the economy affect its business
3700669,Titanic' is leaving Netflix; Kate Winslet will go on,relevant,"Netflix's content offerings are changing, affecting its business"
7368926,"Hot air fraud -- man takes air pump off shelf, returns it for Walmart credit: Brooklyn Police Blotter",irrelevant,"Individual incident at a Walmart store, not company-specific news"
7431898,"There’s a bright side to Trump’s classified intel leak to Russia, says ex-CIA official",irrelevant,"Article is about a political issue, not company-specific news"
498837,"How to return unwanted gifts to Amazon, Walmart, Best Buy, Target and more",irrelevant,"Article is a consumer guide, not company-specific news"
3880220,"Tony Robbins Talks Trump, the Economy and the New Netflix Doc E...",irrelevant,"Article is about a celebrity's comment, not company-specific news"
118024,ModCloth Walmart Jet Sale Controversy,relevant,ModCloth's sale to Walmart Jet is a business announcement
4120725,Timothée Chalamet Is Going to Be the King of Netflix,relevant,Netflix's plans for Timothée Chalamet affect its business
6521205,Uber Arizona fatality: NTSB says self-driving SUV’s automatic braking was disabled,relevant,Uber's self-driving SUV's accident affects its business
293084,Here's where Walmart prices are changing — and staying the same — as Trump's tariffs hit,relevant,"Walmart's prices are changing due to tariffs, affecting its business"
4018756,‘T. J. Hooker’ Reboot Film Lands at Netflix,relevant,Netflix's film announcement is a business decision
4833236,Tina Knowles Defends Beyoncé Following Troll Response to Netflix Christmas Day Halftime Show,irrelevant,"Article is about a celebrity's defense, not company-specific news"
7312917,"Howell Walmart revamp includes Balloonfest mural, 'grab and go' and more",irrelevant,"Article is about a store renovation, not company-specific news"
587132,Here's How Much Investing $100 In Walmart Stock Back In 2010 Would Be Worth Today,relevant,Article analyzes Walmart's stock performance
6422266,Here's Why Walmart Is on the Verge of a Major Comeback,relevant,Article discusses Walmart's potential comeback
7354797,Horse and Amish buggy stolen as owner shopped at Michigan Walmart,irrelevant,"Individual incident at a Walmart store, not company-specific news"
93504,Here's Why Walmart's $3 Billion Jet.com Buy Is a Blow to Amazon,relevant,Walmart's acquisition of Jet.com affects its business and Amazon's
3160132,Family of Former Sen. Harry Reid Says He Has Had Surgery to 'Remove a Tumor From His Pancreas',irrelevant,"Article is about a politician's health, not company-specific news"
3775630,This Netflix show makes climate change a serious political thriller,relevant,Netflix's show is a business announcement
7249922,More than 16K pounds of ground beef sold at Walmart recalled for potential E. coli contamination,relevant,Walmart's product recall affects its business
7037892,"Microsoft, Walmart Offer Joint TikTok Bid, Vying With Oracle",relevant,Microsoft and Walmart's joint bid for TikTok affects their businesses
4694027,Amazon's 'Honey Boy' Tops Netflix's 'Marriage Story' in Select Theaters,relevant,"Amazon's and Netflix's film performances are compared, affecting their businesses"
7037892,"Microsoft, Walmart Offer Joint TikTok Bid, Vying With Oracle",relevant,Microsoft and Walmart's joint bid for TikTok affects their businesses
6270137,Uber and Volvo put $300M into building self-driving cars ready for sale by 2021,relevant,Uber invests $300M in self-driving cars — corporate-level investment
7734246,'Survivor: Millennials vs. Gen X': Jeff Probst gives intel on NEXT season,irrelevant,Article about TV show Survivor — entertainment content
7854816,Takeaways: How intelligence agencies’ are cautiously embracing generative AI,irrelevant,Article about intelligence agencies and AI — macro/industry piece
3102101,Factbox: Proposals of Main Parties in Honduras Presidential Election,irrelevant,Article about Honduras Presidential Election — non-business content
7422107,Spicer: Intel Committees Invited to WH to View Requested Material,irrelevant,Article about White House and intel committees — non-business content
4758719,Animated Hit ‘The Wild Robot’ Gets Netflix Streaming Date,irrelevant,Article about Netflix streaming date — consumer content
7783401,The FBI is investigating whether purported Hunter Biden-Burisma emails were part of a foreign intelligence operation,irrelevant,Article about FBI investigation — non-business content
7440597,"Susan Collins, Senate Intel Committee member: What to know",irrelevant,Article about Senate Intel Committee member — non-business content
7807467,The Elite Intel Team Still Fighting Meltdown and Spectre,irrelevant,Article about Intel team — company is not the subject
7123147,Home Depot teams up with Walmart’s GoLocal for speedy delivery service,relevant,Home Depot partners with Walmart's GoLocal — corporate-level partnership
3367511,Fantasy basketball streamers and NBA betting cheat sheet for Friday,irrelevant,Article about fantasy basketball — consumer content
7589895,"Tech Today: Apple Notebooks, Upgrades For Intel, eBay",relevant,Article mentions Intel upgrades — analyst action on Intel's stock
4532244,Amy Poehler and Maya Rudolph Go on the Ultimate Girls Trip in Trailer for Netflix's Wine Country,irrelevant,Article about Netflix's Wine Country — entertainment content
8360474,Wells Fargo’s fake accounts grow to 3.5 million in suit,relevant,Wells Fargo's fake accounts grow to 3.5 million — corporate-level scandal
8565537,"Wells Fargo’s Chairwoman, Betsy Duke, Resigns After Critical Report",relevant,Wells Fargo's Chairwoman resigns — corporate-level executive change
3910707,"Amy Schumer Stand Up Comedy Evolution, Netflix Special",irrelevant,Article about Amy Schumer's Netflix special — entertainment content
86959,"Here’s Why You Should Buy Walmart Stock, Now",relevant,Article advises buying Walmart stock — investment advice
