id,title,url,published_at,pos_score,neutral_score,neg_score,company_name,label
5105715,China Seen Hitting GM On Price Fixing Amid Trump Rhetoric | Stock News Stock Market Analysis,https://www.investors.com/news/which-u-s-automaker-is-facing-an-antitrust-fine-from-china/,2016-12-14 0:00:00,0.030475,0.581982,0.387543,General Motors,relevant
714615,Giants manager Bruce Bochy recovering from shoulder surgery,http://www.foxsports.com/mlb/story/giants-manager-bruce-bochy-recovering-from-shoulder-surgery-021716,2016-02-17 0:00:00,0.029492,0.959959,0.010549,Visa Inc.,irrelevant
3048783,Carmelo Anthony Sends Love to La La Amid Split Drama,http://www.eonline.com/news/849287/carmelo-anthony-sends-his-love-to-estranged-wife-la-la-anthony-amid-split-drama?cmpid=rss-000000-rssfeed-365-topstories&utm_source=eonline&utm_medium=rssfeeds&utm_campaign=rss_topstories,2017-05-08 0:00:00,0.229286,0.672121,0.098593,AT&T,irrelevant
962852,Report: Visa Overstays More Common Than Illegal Border Entries; Mexicans The Most Likely to Overstay,https://www.cnsnews.com/news/article/mark-browne/report-visa-overstays-more-common-illegal-border-entries-mexicans-most,2017-03-15 0:00:00,0.039066,0.106977,0.853957,Visa Inc.,irrelevant
3744784,"Netflix's '13 Reasons Why,' TNT's 'Animal Kingdom' Receive California Tax Credits",http://variety.com/2015/tv/news/animal-kingdom-series-selena-gomez-series-california-filming-credit-1201666270/,2015-12-21 0:00:00,0.132337,0.840521,0.027143,Netflix,irrelevant
7414030,Intel Buys Mobileye for $15.3bn,http://www.redherring.com/software/intel-buys-mobileye-15-3bn/,2017-03-13 0:00:00,0.096285,0.880218,0.023497,Intel,relevant
7443461,Intel officials detail how Russian cyberattacks sought to interfere with U.S. elections,http://www.pbs.org/newshour/rundown/intel-officials-detail-russian-cyberattacks-sought-interfere-u-s-elections/,2017-06-21 0:00:00,0.020873,0.875271,0.103856,Intel,irrelevant
1016953,"21 Savage Is Released After Immigration Arrest, Lawyer Says",https://newsone.com/3846161/21-savage-released-ice-arrest/,2019-02-12 0:00:00,0.012145,0.969686,0.018169,Visa Inc.,irrelevant
3615230,New on Netflix in November 2025 — The Full List of Movies and TV Shows,https://www.usmagazine.com/entertainment/news/new-on-netflix-in-november-2025-the-full-list-of-movies-and-tv-shows/,2025-11-01 0:00:00,0.02935,0.961556,0.009094,Netflix,irrelevant
4187894,Microsoft’s iPhone keyboard takes aim at Google with new built-in search,http://www.theverge.com/2016/8/24/12621868/microsoft-word-flow-keyboard-built-in-search-features,2016-08-24 0:00:00,0.462885,0.415264,0.12185,Microsoft,irrelevant
147514,"Walmart is selling a $110 Coca-Cola mini fridge for only $50, and it has a built-in Bluetooth speaker",https://www.thestreet.com/deals/coca-cola-mini-fridge-speaker-walmart-sale,2025-08-05 0:00:00,0.474317,0.446262,0.079421,Walmart,irrelevant
499306,"Watch Out Walmart, Amazon Is Making Inroads In Grocery",https://www.forbes.com/sites/lauraheller/2020/12/30/watch-out-walmart-amazon-is-making-inroads-in-grocery/,2020-12-30 0:00:00,0.229451,0.68143,0.08912,Walmart,relevant
876363,"Trading GE after earnings. Plus, the trade on Kroger & Novartis",https://www.cnbc.com/video/2018/01/24/final-trades-general-electric-ge-kroger-novartis.html,2018-01-24 0:00:00,0.036246,0.934724,0.02903,Visa Inc.,irrelevant
2330953,"McDonald's workers, teachers rally in separate suburban May Day events",http://feeds.chicagotribune.com/~r/chicagotribune/religion/~3/dExNJQkY3LA/ct-skr-may-day-teachers-mcdonalds-workers-rally-skokie-evanston-tl-0505-20160502-story.html,2016-05-02 0:00:00,0.152001,0.843235,0.004764,McDonald's,irrelevant
3561075,Lakers fall to Spurs in their California Classic finale,https://www.ocregister.com/2023/07/05/lakers-fall-to-spurs-in-their-california-classic-finale/,2023-07-05 0:00:00,0.017826,0.868473,0.113701,AT&T,irrelevant
6711493,"Uber drives onto Wall Street, but stock sinks below its IPO price",https://www.chicagotribune.com/business/ct-biz-uber-initial-public-stock-offering-20190510-story.html,2019-05-10 0:00:00,0.024637,0.07746,0.897903,Uber,relevant
7401497,Aide says Trump 'accepts' US intel blaming Russia for hack,http://www.sfgate.com/news/politics/article/Trump-defends-Russia-outreach-amid-US-intel-10843065.php,2017-01-08 0:00:00,0.01632,0.388065,0.595615,Intel,irrelevant
6112078,"Uber's Clever, Hidden Move: How Its Latest Fare Cuts Can Actually Lock In Its Drivers",http://www.forbes.com/sites/ellenhuet/2015/01/09/ubers-clever-hidden-move-how-fare-cuts-actually-lock-in-its-drivers/,2015-01-09 0:00:00,0.466554,0.048397,0.485049,Uber,irrelevant
7029033,Mid-Michigan Walmart store listed as possible coronavirus exposure site,https://www.mlive.com/news/flint/2020/07/mid-michigan-walmart-store-listed-as-possible-coronavirus-exposure-site.html,2020-07-12 0:00:00,0.011583,0.959774,0.028643,Walmart,irrelevant
3274627,Astros to open 2018 season on the road against Rangers,http://www.chron.com/sports/astros/article/Astros-to-open-2018-season-on-road-against-Rangers-12191516.php,2017-09-12 0:00:00,0.020411,0.964773,0.014816,AT&T,irrelevant
8352586,International students fight visa revocations and detentions in new federal lawsuits,https://www.startribune.com/international-students-fight-visa-revocations-and-detentions-in-new-federal-lawsuits/601335932,2025-04-23 0:00:00,0.022137,0.444303,0.53356,Visa Inc.,irrelevant
4484141,"What To Watch On Netflix When It Snows, Based On Your Zodiac Sign",https://www.elitedaily.com/p/what-to-watch-on-netflix-when-it-snows-based-on-your-zodiac-sign-15947355,2019-02-14 0:00:00,0.025643,0.927309,0.047048,Netflix,irrelevant
9207244,Morgan Stanley Analyst Sees Long-term Growth Opportunities in Undervalued FIS Stock,https://www.benzinga.com/news/23/07/33119035/morgan-stanley-analyst-sees-long-term-growth-opportunities-in-undervalued-fis-stock,2023-07-05 0:00:00,0.494954,0.485612,0.019434,Morgan Stanley,irrelevant
4661164,This Is How Much Netflix We're All Watching Every Day,https://time.com/4186137/netflix-hours-per-day/,2016-01-19 0:00:00,0.183821,0.685942,0.130236,Netflix,irrelevant
8117741,Athletics: Kenya's Korir misses out on visa for world championships,http://feeds.reuters.com/~r/reuters/sportsNews/~3/4KZ1NRsrPnw/athletics-kenyas-korir-misses-out-on-visa-for-world-championships-idUSKCN1GE1F8,2018-03-02 0:00:00,0.033574,0.795462,0.170964,Visa Inc.,irrelevant
410976,Airbnb releases Enhanced Cleaning Protocol handbook,https://www.foxnews.com/travel/airbnb-releases-enhanced-cleaning-protocol-handbook,2020-06-17 0:00:00,0.486076,0.497047,0.016877,Airbnb,relevant
7306492,Skanska sells remaining stake in Bank of America Tower downtown,http://feeds.bizjournals.com/~r/industry_20/~3/GVOdklIgDCM/skanska-sells-stake-bank-of-america-tower.html,2021-07-20 0:00:00,0.027797,0.942054,0.030149,Bank of America,irrelevant
3418018,Samsung’s Galaxy Z Flip 3 is up to $500 off at Best Buy,https://www.theverge.com/2021/11/28/22806048/samsung-galaxy-z-flip-3-cyber-monday-deal-2021,2021-11-28 0:00:00,0.055725,0.924535,0.01974,AT&T,irrelevant
5122139,Morgan Stanley Restricts Coverage as Marchionne Eyes GM Deal,http://www.bloomberg.com/news/articles/2015-06-12/morgan-stanley-restricts-analyst-coverage-as-marchionne-eyes-gm,2015-06-12 0:00:00,0.02718,0.792608,0.180212,General Motors,relevant
3283425,Honoree tours Easterseals facilities,http://www.arkansasonline.com/news/2019/mar/13/honoree-tours-easterseals-facilities-20/,2019-03-13 0:00:00,0.040607,0.952433,0.00696,AT&T,irrelevant
7866688,Announcing Android Cloud Gaming Media Processing Delivery Solutions Based on the New Intel Data Center GPU Codenamed Arctic Sound-M,https://www.benzinga.com/pressreleases/22/07/n28237787/announcing-android-cloud-gaming-media-processing-delivery-solutions-based-on-the-new-intel-data-ce,2022-07-27 0:00:00,0.129797,0.825332,0.044871,Intel,relevant
4635592,"Security startup Synack scores $21M investment from Microsoft, HPE and Singtel",https://techcrunch.com/2017/04/11/security-startup-synack-scores-21-m-investment-from-microsoft-hpe-and-singtel/,2017-04-11 0:00:00,0.187491,0.774904,0.037605,Microsoft,irrelevant
2455117,A&E's 'Shipping Wars' features McDonald Auto Group owner and his World War 2 duck boat,http://www.mlive.com/news/saginaw/index.ssf/2015/03/aes_shipping_wars_features_mcd.html,2015-03-06 0:00:00,0.123646,0.821179,0.055175,McDonald's,irrelevant
3379734,Making a point about knives,http://www.seattletimes.com/seattle-news/making-a-point-about-knives/,2015-04-24 0:00:00,0.06956,0.891858,0.038581,AT&T,irrelevant
3441617,Bears vs. Panthers game today: Watch NFL Week 5 live stream free,https://www.cleveland.com/tv/2024/10/bears-vs-panthers-game-today-watch-nfl-week-5-live-stream-free.html,2024-10-06 0:00:00,0.022211,0.968657,0.009132,AT&T,irrelevant
3172583,Fitbit employees charged with having stolen trade secrets,http://www.startribune.com/business/485623262.html,2018-06-15 0:00:00,0.00354,0.08855,0.90791,AT&T,irrelevant
3295718,Is Winter Finally Coming? HBO Braces for Post-'Game of Thrones' Landscape,https://www.hollywoodreporter.com/news/hbo-braces-post-game-thrones-perils-1199053,2019-04-03 0:00:00,0.049277,0.935519,0.015204,AT&T,irrelevant
3003493,Dak Prescott leads Dallas Cowboys vs. hurting Chicago Bears,http://www.upi.com/Sports_News/2016/09/22/Dak-Prescott-leads-Dallas-Cowboys-vs-hurting-Chicago-Bears/7431474518586/,2016-09-22 0:00:00,0.189975,0.762797,0.047228,AT&T,irrelevant
7312095,Score an Apple Watch Series 7 for $299 at Walmart,https://mashable.com/deals/april-10-apple-watch-series-7,2023-04-10 0:00:00,0.079948,0.897771,0.022281,Walmart,irrelevant
1004065,Milwaukee movies off the grid: April 21-23,http://rssfeeds.jsonline.com/~/295078302/0/milwaukee/tap~Milwaukee-movies-off-the-grid-April/,2017-04-20 0:00:00,0.013576,0.97926,0.007164,Visa Inc.,irrelevant
6532294,"Uber safety driver of fatal self-driving crash was watching Hulu, not the road",https://techcrunch.com/2018/06/22/uber-safety-driver-of-fatal-self-driving-crash-was-watching-hulu-not-the-road/,2018-06-22 0:00:00,0.022644,0.232692,0.744664,Uber,irrelevant
6147129,California labor commission rules Uber drivers are employees,http://www.engadget.com/2015/06/17/uber-drivers-are-employees/?ncid=txtlnkusaolp00000589,2015-06-17 0:00:00,0.350992,0.507941,0.141067,Uber,relevant
11910991,Stifel Maintains Buy Rating for FedEx: Here's What You Need To Know,https://www.benzinga.com/analyst-ratings/23/06/32952242/stifel-maintains-buy-rating-for-fedex-heres-what-you-need-to-know,2023-06-21 0:00:00,0.09192,0.85388,0.0542,FedEx,relevant
8630124,Regulator Blasts Wells Fargo for Deceptive Auto Insurance Program,https://www.nytimes.com/2017/10/20/business/wells-fargo-auto-insurance-comptroller.html?_r=1,2017-10-20 0:00:00,0.004018,0.012796,0.983186,Wells Fargo,relevant
3092975,The DOJ's AT&T-Time Warner case is political: Bibb,https://www.cnbc.com/video/2017/11/08/the-dojs-att-time-warner-case-is-political-bibb.html,2017-11-08 0:00:00,0.015655,0.961238,0.023107,AT&T,relevant
7044782,"LIVESTREAMING SOCIAL COMMERCE PROVIDER, TALKSHOPLIVE, TEAMS UP WITH WALMART",https://www.thestreet.com/press-releases/livestreaming-social-commerce-provider-talkshoplive-teams-up-with-walmart-15861124,2021-12-14 0:00:00,0.638933,0.345079,0.015988,Walmart,relevant
2944401,"Five thoughts: Texas Tech football announces 2016 schedule, including early road test, jam-packed finish",http://www.dallasnews.com/sports/college-sports/texas-tech-red-raiders/20151124-five-thoughts-texas-tech-football-announces-2016-schedule-including-early-road-test-jam-packed-finish.ece,2015-11-24 0:00:00,0.054092,0.934665,0.011243,AT&T,irrelevant
