id,title,pos_score,neutral_score,neg_score,company_id
2829514,ASLAN Pharmaceuticals Announces Receipt of Nasdaq Deficiency Notice Regarding Minimum Bid Price Requirement,0.153422,0.789222,0.057357,206
11597320,"Canaccord Genuity raises Apple's price target to $355 because of 5G, potential cheaper iPhone",0.210154,0.660395,0.129451,2
3352515,Nasdaq jumps nearly 3% in volatile session as investors sidestep Microsoft warning and rate hike outlook,0.090361,0.570934,0.338705,206
10281521,Uber Tallies the Costs of Its Leader’s Drive to Win at Any Price,0.110633,0.465426,0.423941,39
3354520,Target Warning May Weigh On Wall Street,0.035192,0.904606,0.060202,206
7076028,The newly released Apple Watch Ultra 2 is already $50 off for Prime Day,0.078071,0.829868,0.092061,57
9767675,Apple Watch will be like car warning system for your body: Tim Cook,0.640605,0.32434,0.035054,2
3786597,‘Iron Fist’: ‘Minority Report’ Actor Arleo Dordar Might Have Joined The Cast For The Netflix Series [Rumor],0.033707,0.948105,0.018188,19
11363174,"Apple ‘Hacker’ Held 250 Million iPhones Ransom For $100,000 In Gift Cards",0.003442,0.026472,0.970086,2
9709546,U.S. regulators threaten suit over Ikea dresser blamed for Apple Valley boy's death,0.01541,0.680288,0.304302,2
7037527,"Navigating American Express Travel: Benefits, Booking, and Tips in 2024",0.589262,0.381172,0.029566,57
8869986,A coroner's official says keyboardist Keith Emerson's death has been ruled a suicide,0.017987,0.730747,0.251266,86
11599667,'Defending Jacob': Chris Evans' Apple TV+ Crime Drama Gets Emmy-Qualifying Premiere Date,0.091769,0.642847,0.265383,2
7076407,"How much you should tip your Uber and Lyft driver, according to drivers and etiquette experts",0.054041,0.736926,0.209032,57
10293662,Some Amazon deal proceeds will be reinvested in Souq.com,0.115513,0.868979,0.015507,39
6998657,"Massachusetts secured a big raise for Uber and Lyft drivers in the state, but some are worried the deal could have negative side effects",0.514676,0.269163,0.216161,57
11525505,Apple Is the Greatest: Here's How to Trade It Now,0.795526,0.124681,0.079793,2
2826348,"See Why Did Stifel, Maxim Cut Price Target On Sientra After Q4 Earnings",0.019123,0.925329,0.055548,206
11523893,Profitable Communism: Apple Hits Record iPhone Market Share in China After Secret Deal with Government,0.841467,0.10427,0.054263,2
8867504,Prog-rock legend Keith Emerson dies at age 71,0.109702,0.857904,0.032394,86
10198139,Nike-Amazon deal may hurt sporting goods retailers: analysts,0.0219,0.945867,0.032233,39
11527396,"What the red dot on an Apple Watch means, and how to get rid of it",0.050069,0.552094,0.397837,2
11616077,Apple iPhone Tip: How To Delete ‘Other’ Data And Free Up Storage Space,0.113771,0.666813,0.219416,2
11365384,"Japan Display discussing factory sale to Apple, Sharp: Nikkei",0.037842,0.92423,0.037928,2
11365033,Holiday Google Searches: A Comprehensive Log,0.129961,0.8338,0.036239,2
10190049,Goldman's Venezuela deal shows it missed a dramatic shift in its business,0.010297,0.053384,0.936319,39
3357112,"Tesla’s Tough Quarter Means Price Hikes, Job Cuts And Stalled Production In China",0.0348,0.866477,0.098722,206
6938430,"Google Pixel Buds Pro 2 review: big upgrade, much smaller earbuds",0.352971,0.595463,0.051567,57
3354496,6/7: Stocks Turn Higher As Treasury Yields Ease; Target Warning Slams Retail,0.082891,0.853169,0.06394,206
7073386,"UPS plans to hire more than 100,000 holiday workers, steady with a year ago, but challenges remain",0.242393,0.339073,0.418535,57
11603674,Beats Solo Pro on sale for the first time ever: Save $50 at Amazon,0.303171,0.630281,0.066548,2
3764620,BBC1 follows Netflix true crime lead with Notting Hill serial killer drama,0.116515,0.666955,0.216529,19
3352879,Raymond James Lowers BRP Price Target As Supply Chain Snags,0.032707,0.607803,0.35949,206
11591707,Forget About The iPhone 11: Why Services Are Apple’s Smartest Trick,0.619667,0.167112,0.213221,2
3816768,Netflix deal with Disney to include Star Wars and Marvel movies,0.065418,0.923671,0.010911,19
3369523,We're Lowering Our Price Target on This Semiconductor Powerhouse,0.162681,0.802386,0.034934,206
11357896,Apple's latest 10.2-inch iPad is just $250 at Best Buy — its lowest price since Black Friday,0.322738,0.585738,0.091525,2
10284789,Goldman Sachs has spotted an odd way you could make money trading Bitcoin futures,0.056618,0.783497,0.159885,39
10221410,Goldman cuts Apple price target to factor in lower smartphone growth,0.04698,0.521472,0.431548,2
3372218,Elon Musk Sells Tesla Stock Worth $6.9 Bln To Avoid Emergency Sale,0.064114,0.797369,0.138518,206
3366665,Stocks Fall As Walmart Plunges On Profit Warning,0.024974,0.856377,0.118649,206
10198481,Amazon/Whole Foods deal piques U.S. interest in Ocado,0.147325,0.83472,0.017955,39
10213929,7 Biggest Price Target Changes For Monday,0.115981,0.858407,0.025612,39
11365422,"CORRECTED-Japan Display discussing factory sale to Apple, Sharp -Nikkei",0.040099,0.915734,0.044167,2
7073794,Uber Capitalizes on Holiday Season With 'Return a Package' Feature,0.911659,0.061277,0.027064,57
10316318,Amazon clinches deal to buy Middle East online retailer Souq.com,0.162287,0.826709,0.011004,39
3786694,Netflix Sneakily Implements Price Increase for Its Longtime Patrons,0.226409,0.473596,0.299995,19
6986033,‘They shouldn’t allow people to remove tip’: Uber Eats worker confronts customer who tip-baited her on $143 order that included 5 cases of water,0.035987,0.653007,0.311006,57
10249074,Bluebird Bio shares soar 24% premarket as Goldman raises price target to $309 from $186,0.544414,0.421335,0.034251,39
9765171,iPhone 7: Leaked Image Claims To Show Redesigned Smartphone From Apple,0.011574,0.497719,0.490707,2
10189656,GOLDMAN SACHS: The oil glut could return once the OPEC deal expires,0.020481,0.96649,0.013029,39
9697077,How to grow apple and pear trees,0.287735,0.625253,0.087012,2
3786537,‘Gilmore Girls’ Producer Files Lawsuit Over Netflix Revival,0.00963,0.565309,0.425062,19
11538138,An Apple HomeKit bug can send iOS devices into a death spiral,0.007033,0.033088,0.959879,2
11595584,How to watch YouTube TV on your Apple TV device by accessing and activating the app,0.04753,0.897763,0.054707,2
4072392,Daredevil season 2 review: Marvel’s Netflix hit finds itself in a sophomore slump,0.036878,0.649973,0.313149,19
9706130,iPhone warning signs: Apple management is losing control,0.00827,0.044458,0.947273,2
10228645,Goldman Sachs under fire for Venezuela bond deal that critics say backs the embattled government,0.002614,0.006798,0.990588,39
9694533,Nike Jordan Brand deal shows Gennady Golovkin's increased global popularity as in-ring legend grows,0.661828,0.312489,0.025683,2
7070773,Mother of Christi Spicuzza files federal lawsuit against Uber in her death,0.0032,0.060243,0.936556,57
7076192,"JetBlue, Uber to offer free rides to passengers facing certain travel disruptions",0.749782,0.202174,0.048044,57
9768141,Here's How To Whip Up A Tech Giant Like Apple,0.67025,0.194749,0.135,2
7001472,Shohei Ohtani’s ex-interpreter Ippei Mizuhara banned from delivering Uber Eats amid fraud scandal,0.006774,0.104598,0.888628,57
3784004,"The Guest Director's Manga Adaptation, Death Note, Will Now Be a Netflix Production",0.070775,0.898797,0.030428,19
11613364,Wireless Headphones Deal — Apple AirPods For Their Lowest Price Ever,0.516534,0.304794,0.178672,2
3360010,"NASDAQ: MARA Investor Notice: Update in Lawsuit against Marathon Digital Holdings, Inc. announced by the Shareholders Foundation",0.012958,0.94209,0.044952,206
3354508,US stocks finish higher as investors set aside Target's profit warning and World Bank's dimmer growth view,0.249719,0.641391,0.10889,206
11525855,Beats Fit Pro review: Apple’s workout-ready AirPods Pro rivals,0.466172,0.410009,0.123819,2
6939104,Olive Garden teams up with Uber Direct to offer delivery,0.296761,0.653907,0.049332,57
2830193,RISE Education Receives Nasdaq Notification Regarding Minimum Bid Price Compliance,0.083781,0.897129,0.01909,206
11594119,Amazon has the 2019 AirPods back down to Black Friday’s all-time low price,0.238483,0.672812,0.088705,2
3366681,U.S. Stocks Remain Mostly Lower Following Walmart Warning,0.02154,0.94723,0.03123,206
3813972,Netflix Pens Historic Deal With Univision For El Chapo Series,0.446281,0.517929,0.03579,19
3347445,"NATERA, INC. (NASDAQ: NTRA) SHAREHOLDER CLASS ACTION ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Natera, Inc. (NASDAQ: NTRA)",0.114368,0.815636,0.069996,206
3768239,Warning: Judd Apatow's fascinating 'Love' on Netflix could cause bingeing,0.065874,0.796196,0.137931,19
11611650,Apple TV Plus Had ‘Immaterial’ Revenue in Launch Quarter Amid One-Year Free Deal,0.703944,0.236106,0.05995,2
10310407,China Warning Wipes $6 Billion From Stock Loved by Goldman,0.064585,0.8174,0.118015,39
8867517,"Keith Emerson Dead -- Emerson, Lake and Palmer Founder Dies at 71",0.02755,0.902741,0.069708,86
3368927,HEXO Granted Additional 180 Calendar Day Grace Period By Nasdaq To Regain Compliance With Minimum Bid Price Rule,0.406452,0.54709,0.046458,206
3347241,Neovasc Regains Compliance with Nasdaq Minimum Bid Price Rule,0.345719,0.593979,0.060302,206
10245976,GOLDMAN SACHS: Here's how to make a killing in the market this Black Friday,0.376972,0.611591,0.011438,39
6941640,27 Amazon Travel Products That Are Cheap and Useful,0.701727,0.233334,0.064939,57
3356967,IMBI Stock Price | iMedia Brands Inc. Stock Quote (U.S.: Nasdaq),0.010788,0.983112,0.0061,206
10190022,Goldman's Blankfein criticizes U.S decision to leave Paris climate deal,0.018746,0.937527,0.043728,39
11360072,Apple iOS 13 Tip: How To Remove Memoji Stickers From Keyboard,0.036599,0.845916,0.117485,2
11611382,"Apple's AirPods Pro, services deliver a record holiday for the iPhone maker",0.806282,0.165072,0.028646,2
2829867,Bitcoin Dividends Offer Sends Nasdaq-Listed Stock Surging 8%,0.232733,0.70205,0.065217,206
8857869,Le1f review – a lickety-split rapper with sexually progressive swagger,0.397974,0.260498,0.341529,86
3777609,"Here Are 7 Tips For Dating In Los Angeles, As Explained By Netflix's 'Love'",0.0491,0.939149,0.011751,19
3780996,How to Watch Netflix With Someone Across the Country,0.069713,0.897579,0.032708,19
7082611,"Hertz Slashes 20K EVs From Fleet, CEO Says Company Facing Reality Of Tesla Price Cuts, Depreciation, Repair Costs... And Demand?",0.060322,0.273769,0.665909,57
3352659,Freeline Receives Nasdaq Deficiency Notice Regarding Minimum Bid Price Requirement,0.260409,0.676898,0.062693,206
10195070,Venezuela Bond Repudiation Jitters Grow After Goldman Sachs Deal,0.149456,0.660555,0.18999,39
3764709,‘Making A Murderer’ Prosecutor Target Of Death & Rape Threats!,0.029915,0.550193,0.419892,19
2826357,"Wells Fargo Upgrades Werner Enterprises, Bumps Up Price Target By 21%",0.155449,0.820122,0.024428,206
3786188,Reminder: 17 Million Netflix Users Will Get Price Hikes Next Month,0.065291,0.586132,0.348577,19
3352530,Why Microsoft's Warning Could be Good News,0.188762,0.776508,0.03473,206
9694214,How to Build A Killer App Business—According to Apple,0.474974,0.485294,0.039732,2
10207651,BRIEF-Discovery Communications says Goldman Sachs to provide up to $9.6 bln for Scripps Deal,0.666976,0.250245,0.082779,39
3352398,FB Stock Price | Meta Platforms Inc. Stock Quote (U.S.: Nasdaq),0.011225,0.981025,0.00775,206
7085287,Women who drive for Uber and Lyft share tips for staying safe in gig-economy jobs,0.710092,0.254742,0.035165,57
2826517,"Stocks Steady, Apple, Boeing, Okta Hack and Chelsea Sale",0.022793,0.966462,0.010745,206
6936317,Higher Taxes and Crime Has London’s Uber-Rich Fleeing in Droves: Report,0.004705,0.018179,0.977116,57
7085251,Review: Obama-Produced Netflix Movie ‘Leave the World Behind’ Can't Decide How Much It Hates White People,0.024447,0.169624,0.805929,57
8867511,Utah's staunchly conservative legislature came close to eliminating the death penalty and gave serious consideration to setting up a system to grow and distribute medical marijuana _ which may foreshadow future traction for progressive issues,0.837822,0.117522,0.044656,86
3786381,Price of Netflix going up for millions of subscribers,0.249829,0.640941,0.10923,19
11363920,Apple Gift Card Deal: Amazon Last Minute Christmas Eve Digital Deals,0.105127,0.87013,0.024743,2
6998021,"No, CrowdStrike didn’t send $10 gift cards to customers after its outage",0.023968,0.342569,0.633462,57
10296399,"Wall Street raises targets on Netflix, citing price increases",0.466541,0.46726,0.066198,39
7019579,Tesla's cheapest ever EV could be in danger as it pulls back from next-gen manufacturing plans,0.008602,0.058142,0.933256,57
11585453,"iPhone 11, Google Pixel 4 and more still available in John Lewis's clearance sale",0.034767,0.94876,0.016473,2
9723738,UAW workers at 2 key Ford plants reject national deal,0.013873,0.467456,0.518672,2
4378981,The best deals from Walmart's big spring sale,0.179332,0.797615,0.023053,19
2838308,Cathie Wood Sits Out Tuesday's Dip In Tesla As Stock Loses $126B In Value Amid Musk's Twitter Deal,0.030398,0.647194,0.322407,206
7072830,Uber driver and mother of 4 murdered in armed carjacking caught on video: lawsuit,0.005186,0.134237,0.860577,57
7001760,Amazon forgot to end its Memorial Day sale,0.012151,0.206973,0.780876,57
3759275,Netflix plans price increase for subscribers,0.253645,0.710693,0.035663,19
10255340,Dallas natural gas processor Lucid Energy Group II sells to investor group including Goldman Sachs in $1.6 billion deal,0.097172,0.887027,0.015801,39
3792233,"If Comcast Deal Happens, How Would DWA and Illumination Co-Exist?",0.020477,0.945129,0.034394,19
10588580,Goldman Sachs just announced a big promotion in its new online business,0.853985,0.134727,0.011288,39
3366621,European Shares Seen Opening Lower After Walmart Warning,0.02172,0.808007,0.170273,206
11599285,Apple AirPods Are Now Restocked on Amazon — and They’re on Sale!,0.089184,0.708863,0.201953,2
6995747,"Uber, BYD make deal to grow EV ridesharing",0.770962,0.207107,0.021931,57
9752747,Thinking of hosting an Airbnb? Here's how to make your place shine,0.705537,0.25199,0.042473,2
3349593,OKTA INC. (NASDAQ: OKTA) SHAREHOLDER CLASS ACTION ALERT: Bernstein Liebhard LLP Announces that a Securities Class Action Lawsuit Has Been Filed Against Okta Inc. (NASDAQ: OKTA),0.046505,0.861456,0.09204,206
9847403,Why How to Be Single is more casually progressive than Trainwreck,0.633004,0.216296,0.1507,86
10189816,Venezuela Legislature to Ask U.S. Congress to Probe Goldman Sachs Deal,0.003575,0.101489,0.894936,39
3783174,Tricks every Netflix subscriber should know,0.08358,0.838346,0.078075,19
7001491,Uber and Lyft made a deal to raise drivers’ wages. It was another victory for big tech,0.963217,0.021339,0.015444,57
3352773,"Amazon's stock price is set to drop, but that won't make it cheaper",0.031405,0.884438,0.084157,206
11523638,Massive AirPods deals at Amazon: Apple's AirPods 2 and AirPods Pro on sale,0.100232,0.84888,0.050887,2
10186709,Goldman boss Blankfein gives London Brexit warning,0.030041,0.959552,0.010407,39
10242317,Seagate Innov8 8TB external hard disk drive review,0.01653,0.974791,0.008679,2
10189809,Critics target Goldman Sachs after Venezuelan bond deal,0.005314,0.056258,0.938428,39
11591851,"Reliance Jio Wi-Fi Calling rolling out across India, here's how to use it",0.161214,0.806663,0.032123,2
11601225,Amazon is selling the Apple Watch Series 5 at the lowest price ever,0.140202,0.703313,0.156485,2
3347748,"Target, Walmart’s inflation warning bad omen for stocks, economy",0.026568,0.897606,0.075826,206
11360615,There's still time to pick up a £59 Amazon Echo deal in early Boxing Day sales,0.087061,0.891838,0.021101,2
11591668,"How to use Apple Pay: the ultimate guide to paying with your iPhone, Apple Watch, Mac or iPad",0.220111,0.69354,0.086349,2
10189606,Trump's proposed U.S. oil reserve sale not an issue for OPEC: Goldman Sachs,0.021861,0.967675,0.010463,39
11549660,"Apple's iOS 15.2 update: How to download, new features and more",0.081978,0.899775,0.018246,2
7070725,"4 Uber and Lyft drivers calculated how much they made after expenses. It ranged from $22 to $40 an hour, and an EV, tips, and tax incentives can make a big difference.",0.426746,0.465515,0.107739,57
10261266,Goldman Sachs raises oil price forecasts on speedy market rebalancing,0.812332,0.175663,0.012005,39
4033218,Netflix to film new series based on Brazil’s long-running corruption scandal,0.096025,0.673554,0.230421,19
3360638,Why U.S. Stocks Are Trading Lower; Tesla Shares Drop After Price Target Cut At JPMorgan,0.016881,0.909509,0.07361,206
3360019,"Investors in NASDAQ: TCMD shares should contact the Shareholders Foundation in connection with the Update in Lawsuit against Tactile Systems Technology, Inc.",0.022777,0.944798,0.032425,206
7078958,Lyft's price war with Uber yields mixed results,0.022255,0.210394,0.767351,57
11365528,54 Cheap Finds On Amazon That Work Weirdly Well,0.038116,0.42668,0.535205,2
10183402,US judge rejects Goldman Sachs' bid to narrow gender bias lawsuit,0.002221,0.020462,0.977317,39
3366209,Is Bitcoin (BTC) Bottom Close After Tesla's Apex Crypto Sale?,0.015482,0.869828,0.11469,206
2835234,Tesla Will Have To Pay Just One-Ninth Of The $137M Claim In Racism Lawsuit,0.013336,0.693924,0.29274,206
3352672,Missfresh Announces Receipt of Minimum Bid Price Notice from Nasdaq,0.035373,0.950088,0.014539,206
6936327,Megalopolis review – Francis Ford Coppola’s epic fail,0.016534,0.184271,0.799195,57
2836165,Tesla Loses $126 Billion In Value Amid Musk Twitter Deal Funding Concern,0.014913,0.720528,0.264558,206
6938975,Tesla Vs. NIO Vs. XPeng: Will Robotaxis — Or Price Wars — Win The EV Battle?,0.271486,0.593164,0.13535,57
11613876,How to download apps on your Apple TV device through the App Store,0.054371,0.885917,0.059711,2
3347446,"LUCID GROUP, INC. (NASDAQ: LCID) SHAREHOLDER CLASS ACTION ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Lucid Group, Inc. (NASDAQ: LCID)",0.112012,0.828153,0.059834,206
3352147,Canton’s Hall of Fame Resort warned by Nasdaq about low trading price,0.026615,0.936605,0.03678,206
10213271,GOLDMAN SACHS: Here's how to make a killing in the market this September,0.329298,0.660187,0.010515,39
9700827,"Apple 'heartbroken' over death of employee, a 'young and talented coworker'",0.322911,0.411894,0.265195,2
11365690,6 Cheap Apple Watch Bands In Every Style & Color — & They're All On Amazon,0.09787,0.678109,0.22402,2
11588172,Apple Watch Tip: How To Achieve Your Fitness Goals,0.54598,0.416465,0.037555,2
3349513,"S&P 500, Dow Rise as Banks, Apple Offer Support",0.703003,0.279578,0.017419,206
3764729,Beauty on-demand: Apps offer stylists like an Uber,0.410856,0.49995,0.089195,19
11589433,Herschel Supply Co. backpack sale: Save up to 63% on Amazon,0.207782,0.741819,0.050399,2
4444768,Netflix is about to slap loyal customers with a price increase,0.038783,0.027039,0.934178,19
11603540,Apple Watch compatible gyms can now reward you with gift cards for working out,0.757681,0.204355,0.037964,2
9806615,Google IO livestream: how to watch the keynote online,0.0185,0.974449,0.007051,2
2836172,Tesla loses $126 bln in value amid Musk Twitter deal funding concern,0.013573,0.544758,0.441669,206
10177710,"OPEC now an inventory manager rather than price setter, says Goldman",0.091969,0.891964,0.016067,39
11559516,How to watch 'Moon Knight' on Disney+,0.015174,0.977334,0.007492,2
6998276,These are the 34 best Amazon Prime Day deals under $100 you can shop right now,0.645332,0.309813,0.044855,57
11363467,Ecobee smart thermostats are up to $77 off at Amazon — a clever last-minute gift that will arrive by Christmas,0.795284,0.162947,0.041769,2
3792247,DreamWorks Deal Would Serve Comcast’s Entertainment Strategy,0.610407,0.35892,0.030674,19
11605922,'Philly Jesus' charged with disorderly conduct after Apple store arrest,0.009668,0.629111,0.361221,2
6998778,"Home Depot Fourth of July Sale: Save on Appliances, Grills, Outdoor Furniture and More",0.425394,0.529818,0.044788,57
9709703,How Steve Jobs' death led Apple to make the Apple Watch,0.064758,0.857616,0.077626,2
10192463,"RPT-Goldman, Nomura heeded warnings before Venezuela bond deal",0.215739,0.700895,0.083367,39
9694322,"Apple's new MacBook is nice, but it isn't a good deal",0.087861,0.202671,0.709468,2
2826236,Apple Snaps This British Fintech In $150M Deal,0.02146,0.740832,0.237708,206
7001534,Shohei Ohtani’s ex-interpreter Ippei Mizuhara delivering Uber Eats after fraud scandal,0.007163,0.111505,0.881332,57
11595597,Apple’s iPhone SE2 Steps Up Price War With Flagship Features,0.197336,0.589389,0.213274,2
