id,title,pos_score,neutral_score,neg_score
11419515,"After Selling Out Twice, Amazon Returns AirTags at Their Lowest Price Ever",0.0744,0.544416,0.381185
11419441,Apple’s M4 Mac mini is more than $100 off at Amazon,0.157308,0.738997,0.103695
11419434,"Apple Watch Shipments Continue to Decline, Dropping Nearly 20% in 2024",0.02868,0.55277,0.41855
11419437,Apple Looking to Transform Safari With AI Search,0.805338,0.15928,0.035382
11419429,Family-Friendly Games Like UNO Are Coming to Apple Arcade in June,0.113384,0.868493,0.018123
11419447,Apple is considering adding AI search engines to Safari,0.28205,0.694487,0.023464
11419782,New brewery taproom opens at a well-known Central NY apple and fruit orchard,0.140123,0.801897,0.05798
11419813,2 Niles West High School teachers get surprise as they win Golden Apple Awards,0.456761,0.479014,0.064225
11419845,Amazon will give you a $100 gift card when you buy a Samsung Galaxy Ring,0.485055,0.458482,0.056463
11419887,"Apple Cider Vinegar 101: Potential Health Benefits, Side Effects and Proper Dosage",0.450199,0.493309,0.056492
11419917,Justice Department asks federal judge to ax Google's ad tech products,0.032075,0.710342,0.257584
11419922,Amazon Kindle's iOS app adds new 'Get Book' button following Apple payments ruling,0.060433,0.893318,0.046249
11420046,What the Options Market Tells Us About Broadcom,0.022045,0.963874,0.014081
11420040,"Spike Lee's new crime movie trailer features money, mayhem and Denzel Washington in what's sure to be an Apple TV+ hit",0.263097,0.554969,0.181934
11420096,"After a long wait, the iPad Mini is back down to its lowest-ever price at Amazon",0.086128,0.775638,0.138234
11420090,Google Makes a Face Turn On User Privacy,0.412182,0.467276,0.120542
11420158,"Steve Jobs Expected Instant Clarity, Judged Ideas Like A First-Time Customer, Says Former Apple Engineer Behind Autocorrect",0.146799,0.725952,0.127249
11420149,"UNA Watch celebrates $330,000 in Kickstarter backing as consumers and developers clamor for a sustainable alternative to the Apple Watch",0.462272,0.371663,0.166064
11420151,"Apple’s New Product Launch: Apple Watch Pride Edition Sport Band, Out Now",0.180898,0.791846,0.027256
11419976,DOJ Reveals Plan to Remedy Google's Stranglehold over Online Advertising,0.126779,0.526555,0.346666
11419984,Disney's Live Action 'Snow White' Gets Digital and Physical Release Dates,0.034675,0.95607,0.009255
11420001,Amazon now has a ‘Get book’ button in its iOS Kindle app,0.135654,0.829516,0.03483
11419951,The Apple AirTag 4-Pack is back on sale just in time for Mother's Day,0.094881,0.851051,0.054068
11419952,Apple may give the iPhone 18 series its biggest shake up yet,0.640725,0.292532,0.066743
11420086,25 Budget Target Must-Haves For Every Family,0.697321,0.269371,0.033308
11419965,The Apple AirPods Pro and AirPods 4 Drop to the Lowest Prices of the Year for Mother's Day,0.309491,0.547375,0.143134
11419988,Developers Sue Apple for Failing to Comply With In-App Payments Order,0.003179,0.02479,0.972032
11420134,Trump’s Tariffs Are Threatening America’s Apple Juice Supply Chain,0.05287,0.525508,0.421621
11420207,Rumor: Apple Planning to Split Fall Launch Tradition Right in Half,0.035132,0.478976,0.485892
11419771,Apple’s Infamous App Store Tax Is Collapsing,0.005466,0.017196,0.977338
11419964,The Newest Apple iPads Are on Sale for Mother's Day,0.220203,0.691146,0.088651
11420087,Apple's 2025 Pride Collection Includes a New Apple Watch Sport Band,0.24025,0.736359,0.023391
11420128,Apple hit with class action suit from developers after App Store ruling,0.044577,0.628484,0.326939
11419815,Valve Deckard: The Most Fun Incoming Meta Quest 3 Rival?,0.116202,0.869108,0.01469
11419766,Some Family-Friendly Games Are Coming to Apple Arcade in June,0.201722,0.778401,0.019877
11420091,'Acapulco' to End With Season 4 in July on Apple TV+,0.013946,0.975984,0.01007
11419810,Meta awarded $167.25 million over Pegasus spyware attack,0.065959,0.527925,0.406117
11419808,A new bill would force Apple to allow third-party app stores,0.273253,0.578505,0.148242
11419787,Apple TV+ orders Season 2 of Seth Rogen's 'Studio',0.014458,0.977769,0.007772
11419794,Google Trolls Apple Over iPhone 17 Design Rumors,0.007647,0.159535,0.832819
11419765,"Apple Released iOS 18.5 RC, and It Includes a Few Small iPhone Changes",0.136271,0.819021,0.044708
11419817,‘The Studio’ Renewed for Season 2 at Apple TV+,0.016478,0.975776,0.007746
11419870,Apple To Make Unexpected Free Offer To All iPhone 13 Users,0.755795,0.151642,0.092563
11419818,"‘Acapulco’ to End With Season 4 at Apple TV+, Sets Release Date",0.014975,0.973032,0.011993
11419833,Golden Apple awards go to co-teachers at Niles West High School in Skokie,0.633442,0.333601,0.032957
11419822,Seth Rogen's 'The Studio' Renewed for Season 2 at Apple TV+,0.015682,0.975661,0.008657
11419878,"Rep. Cammack Drops Hammer On Big Tech With Bill To Smash Apple, Google’s Walled Gardens",0.033452,0.211281,0.755268
11419859,‘The Studio’ Gets a Sequel: Seth Rogen Comedy Renewed at Apple TV+,0.023107,0.963697,0.013196
11419842,‘The Studio’ Renewed for Season 2 by Apple TV+,0.018056,0.973715,0.00823
11419919,Apple Brings Back iPhone 15 Pro For The 1st Time In The U.S. At Lower Prices,0.787927,0.175196,0.036877
11420067,Test-Driving The 2025 Ford Ranger Platinum,0.054906,0.934944,0.01015
11419871,Save $600 off this Jackery Solar Generator and Solar Panel combo today on Amazon,0.219426,0.728346,0.052228
11419847,You can still buy a 4-pack of Apple AirTags for 20% off at these retailers,0.133792,0.710358,0.155851
11419935,"Drug runs for the Stones, a love triangle with Joni Mitchell: has Chris O’Dell had the music industry’s wildest career?",0.289296,0.409306,0.301399
11420264,Apple Files Appeal To Keep From Having To Change App Store,0.147795,0.696182,0.156023
11420043,Google pokes fun at Apple for the iPhone 17’s rumored Pixel-style redesign,0.049398,0.355141,0.595461
11420051,"What US and EU Crackdowns on Big Tech Mean for Apple, Google, X",0.061524,0.637514,0.300963
11420074,"First Price Drop Comes Early, Beats Powerbeats Pro 2 Now at Its Lowest Yet on Amazon",0.091172,0.772857,0.135972
11420152,Apple’s foldable iPhone is tipped to beat the Samsung Galaxy Z Fold in two key ways,0.811788,0.133087,0.055125
11420113,Tasting The Magic: Disney’s Best Eats And Events For Mother’s Day,0.464204,0.517853,0.017943
11419966,iOS 18.5 iPhone Update: Apple Inadvertently Confirms Release Date,0.043235,0.934245,0.02252
11420075,Apple Series ‘Acapulco’ to End With Season 4,0.016234,0.972985,0.010781
11420125,Apple Siri Eavesdropping Payout Approved—Here’s How To Make A Claim,0.41563,0.40499,0.17938
11420176,Save $100 Off the Apple iPad Mini: The Best iPad for Travelling,0.217924,0.560026,0.22205
11420298,A spring iPhone launch? Apple might shake up its iPhone release schedule,0.046885,0.70722,0.245896
11420336,Save $135 off the Bissell CrossWave Multi-Surface Vacuum with this exclusive Amazon code,0.372963,0.531717,0.09532
11420339,Midtown readies for its closeup as Apple TV+ series films at High Museum,0.045231,0.910658,0.044112
11422391,Apple's Super-Skinny iPhone 17 Air Might Have a Huge Downside,0.026781,0.105796,0.867423
11422470,This Apple Pride Month 2025 Apple Watch Band is unlike any before it,0.131628,0.804357,0.064015
11422472,"Is the App Store about to undergo a big change? Not so fast, says Apple",0.062939,0.901857,0.035204
11422487,Watch ROSÉ of BLACKPINK Perform Charli xcx’s ‘Apple’ Dance at Final Brat Tour Show in Brooklyn,0.068067,0.830531,0.101402
11422536,'I’m such a huge sci-fi nerd': Murderbot stars reveal what attracted them to the unusual Apple TV+ show,0.133187,0.793177,0.073635
11422579,Apple ‘iPhone Air’ rumor suggests a bigger screen coming in 2027,0.068178,0.906816,0.025006
11422578,Apple files appeal to wrest back control of its App Store,0.183268,0.752837,0.063895
11422649,"S Rally May Be Topping Out, Dan Niles Warns, Amid Demand Pull-In, Economic Uncertainty, And 'Sell The News' Risk - Apple (NASDAQ:AAPL), Amazon.com (NASDAQ:AMZN)",0.033001,0.507075,0.459924
11422665,iPhone Users Invited To Claim Share Of Apple's $95 Million Privacy Lawsuit Settlement: How To Know If You're On The List,0.006745,0.165981,0.827274
11420368,Apple appeals court decision that forced it to allow links to external payments in apps,0.024417,0.647421,0.328162
11420005,Apple challenges US judge’s order in Epic Games lawsuit on App Store,0.017709,0.672563,0.309729
11422460,Looking At Broadcom's Recent Unusual Options Activity,0.029011,0.924676,0.046313
11422373,Amazon Deals of the Day: The Powerful M4 Mac Mini Is Down to a New Record Low of $491,0.343249,0.577763,0.078988
11422480,Denzel Washington and Spike Lee Reteam in First 'Highest 2 Lowest' Teaser for A24/Apple Thriller,0.053925,0.88549,0.060585
11422499,Apple will appeal contempt ruling in Epic Games case over App Store,0.014369,0.664253,0.321378
11422474,‘True Detective’ Star Kali Reis Joins Anthony Mackie and Jamie Dornan’s ’12 12 12′ Heist Drama at Apple TV+,0.015453,0.956801,0.027746
11422465,Apple to appeal contempt ruling over App Store after judge sided with Fortnite maker,0.0164,0.458627,0.524973
11422560,Apple hit with app developer class action after US judge’s contempt ruling,0.003417,0.056018,0.940565
11422589,Could Apple exist without its ties to China? Probably not,0.058536,0.557498,0.383966
11422580,"Apple Reaches Critical Juncture With Tariffs, AI and Services Turmoil",0.097186,0.529259,0.373555
11422584,Apple Plans to Sell Corporate Bonds in as Many as Four Parts,0.073349,0.422577,0.504074
11422598,"Four New 100% Critic Scored Netflix, Amazon, Peacock And Apple Shows You Can Watch Right Now",0.078474,0.63652,0.285006
11422547,"Apple Is Moving Away From Its Fall-Only iPhone Launch Schedule, Report Says",0.107857,0.804394,0.087749
11422628,"Alphabet Developers Conference, Marketing Event Could Bring AI News. Is Google A Buy Or Sell?",0.137678,0.77299,0.089332
11422532,You could get a cut of Apple's $95 million Siri settlement,0.020731,0.407031,0.572238
11422609,Buffett to stay chair as Abel becomes Berkshire CEO in 2026,0.069182,0.921062,0.009756
11422637,Watch Rosé Take on Charli XCX's Apple Dance at Brooklyn Show,0.051152,0.869395,0.079453
11422675,"Apple To Split iPhone Launches Starting 2026, Foldable Model May Debut With iPhone 18 Pro: Report",0.0277,0.892558,0.079741
11422633,"Apple is planning a new iPhone launch schedule, report claims",0.152351,0.834759,0.012891
11422661,Apple plans to split iPhone 18 launch into two phases in 2026,0.082356,0.88783,0.029813
11422664,Apple Will Reportedly Change Release Cycles Starting With the iPhone 18,0.378894,0.572961,0.048145
11422636,How to Get More Space on Your Google Drive Without Breaking the Bank,0.252388,0.387348,0.360264
11420183,The New 2025 Apple iPad Drops to the Lowest Price of the Year on Amazon (All Colors Available),0.110572,0.421863,0.467565
11420279,Apple iPhone 16E vs. iPhone 15: Which Lower-Cost iPhone Is Best for You?,0.137368,0.75929,0.103342
11420367,Google is making TV and movies to convince you that tech is not evil,0.199436,0.063016,0.737548
11420357,Amazon's popular iPad alternative is now $89 — the cheapest it's been all year,0.172324,0.710559,0.117117
11422389,Apple appeals recent ruling against anticompetitive App Store practices,0.140273,0.68408,0.175648
11422443,Fortune Tech: Apple's fold,0.110234,0.74881,0.140956
11422441,"Apple iPhone 17 Air Promises Curious Design Change, New Leak Says",0.395167,0.581724,0.023109
11422376,Apple's New Pride Watch Bands Celebrate Individuality,0.854363,0.126443,0.019194
11422399,"Apple AirPods 4 haven’t been out for long, but they’re already available for under $100",0.142821,0.793494,0.063685
11422434,A fine year for apple blossom,0.70105,0.232608,0.066342
11422453,Warren Buffett credits Apple CEO Tim Cook with making 'a lot more money than I've ever made' for Berkshire Hathaway,0.908343,0.039673,0.051983
11422695,"Amazon is selling 'top-notch' $160 wireless earbuds for just $22, and shoppers say the 'sound quality is fantastic'",0.850682,0.103537,0.04578
11422709,Will Google Gift The Pixel’s Superpower To The iPhone 17 Pro?,0.236098,0.725244,0.038658
11422828,We found 22 stellar Star Wars deals on Amazon for May the 4th 2025,0.320532,0.664606,0.014862
11422850,Apple iPhone 17 Air Warning: New Report Has Bad News For Millions Of Buyers,0.009843,0.174611,0.815545
11422711,"Want to Invest Like Warren Buffett? Here’s What You’re Probably Missing - Apple (NASDAQ:AAPL), Coca-Cola (NYSE:KO)",0.043647,0.66851,0.287843
11422751,60 Weirdly Genius Things Under $25 We're Obsessed With On Amazon,0.187643,0.619164,0.193193
11422740,Apple reportedly wants to split up the iPhone’s release schedule,0.017462,0.528795,0.453743
11422742,Apple Watch Ultra 2 vs. Apple Watch Ultra: How the Rugged Watches Compare,0.036748,0.89013,0.073122
11422782,Apple might be blowing over a billion dollars a year but I think The Studio is worth every penny,0.253022,0.144692,0.602286
11422526,"Republican AGs launch probe into Google, Apple over Chinese apps",0.014684,0.502169,0.483147
11422758,Buzzy new things on Amazon that are cool as hell,0.679319,0.253417,0.067263
11422804,"Apple Braces For $900 Million Tariff Impact, Tim Cook Discusses Potential iPhone Manufacturing Shift To US With Lutnick And More: This Week In Appleverse",0.194868,0.662128,0.143004
11422855,Did Apple Just Tell Us to Buy iPhones by June?,0.042562,0.608765,0.348672
11422408,55 Flattering Outfits With Quiet Luxury Vibes That Are Under $35 On Amazon,0.172426,0.744421,0.083152
11422953,Warren Buffett announces plan to step down as Berkshire Hathaway CEO,0.028813,0.720435,0.250752
11422863,Business leaders react to Warren Buffett stepping down as CEO of Berkshire Hathaway: ‘Only G.O.A.T’,0.055544,0.699438,0.245018
11422984,Google's Bringing an AI-Powered Research Tool to iOS and Android,0.555801,0.412685,0.031514
11422909,Apple CEO sends blunt message on tariffs impact,0.257465,0.677552,0.064983
11422983,"So, That Apple Tax Thing That's Dead Now... What Was It, Again?",0.009777,0.062299,0.927925
11423072,"I canceled Prime Video for Apple TV+ in May, and it's all for these 3 movies and shows",0.029707,0.764584,0.205709
11422903,"Buffett defends trade amid tariff pressures, as Berkshire cash sets record",0.65287,0.265842,0.081288
11423013,Fiona Apple to Release New Song About Pretrial Detention Next Week,0.037037,0.871074,0.091889
11422904,Warren Buffett will step down as Berkshire Hathaway CEO,0.028139,0.832067,0.139794
11423064,Apple iOS 18.5 Release Date: Next iPhone Update Is Here In Days,0.01759,0.973781,0.008629
11423027,When Will ‘Thunderbolts*’ Be Streaming On Disney Plus?,0.013751,0.97602,0.010229
11423009,Warren Buffett hails Tim Cook for making Berkshire more money than he has — after selling two-thirds of his Apple stake,0.171879,0.568684,0.259437
11422798,"MLS games this weekend: How to watch, TV channel, live stream on Apple",0.033765,0.955346,0.010889
11422866,"Amazon is selling 'top quality' $350 Beats headphones for $170, and they have over 15,000 5-star ratings",0.66382,0.291751,0.044429
11422932,"Apple iPhone 17 To Gain Key Upgrade, Latest Reports Say",0.550502,0.426969,0.022529
11422886,The Promise Of Apple’s Next MacBook Pro,0.451557,0.487467,0.060977
11422944,Warren Buffett to step down as Berkshire Hathaway CEO,0.022467,0.775135,0.202397
11423069,"We Found the Very Best Amazon Deals in Every Department — Shop Apple, Coach, Bissell, and More from $6",0.323393,0.593677,0.08293
11422958,Apple may stagger next year’s iPhones to make way for a foldable,0.415806,0.41797,0.166224
11422968,5 Apple iPhone accessories I can’t live without,0.183253,0.58562,0.231127
11422915,Warren Buffett to step down as Berkshire CEO at year’s end,0.017378,0.903406,0.079216
11422994,Wildfires dent Berkshire's profit; cash soars to $347.7 billion,0.074463,0.381869,0.543668
11422956,‘This Is Big’—Apple Just Quietly Confirmed A ‘Huge’ Bitcoin And Crypto Price Game-Changer,0.571288,0.31094,0.117773
11423065,"Apple iPhone 17 Air To Have Ugly Design Update, New Leak Says",0.020053,0.772351,0.207596
11422923,25 Products From Amazon For Insects Invading Your Home,0.041042,0.922388,0.03657
11425569,Amazon flexed Alexa+ during earnings. Apple says Siri still needs 'more time.',0.027116,0.953851,0.019033
11423173,"Bloomberg Technology: Tariffs Weight on Apple, Amazon",0.036308,0.414082,0.549611
11425553,Apple Hit With Two Downgrades as Tariff and Growth Worries Grow,0.021514,0.153602,0.824883
11425527,Apple isn't overly worried about Trump's tariffs. Here's why.,0.179072,0.64952,0.171408
11425542,"The Newest Amazon Echo Dot Drops to Its Lowest Price of the Year, Even Cheaper Than Spring Sales",0.073993,0.641422,0.284585
11425537,Amazon Offers the Apple iPad Air Powered by the M3 Chip at Its Lowest Price to Clear Out Stock,0.195819,0.57176,0.232421
11425515,Apple Stock Falls After Cook Warns of $900M Tariff Impact,0.009958,0.207583,0.782458
11425541,Spotify's US app update gets Apple approval after court ruling,0.153569,0.816353,0.030078
11425506,Apple changes US App Store rules to let apps link to external payment systems,0.393768,0.556396,0.049835
11425507,"Apple approves Spotify app update that allows U.S. users to access pricing info, external payment links",0.407679,0.562536,0.029785
11423114,"Amazon, Apple Earnings Show Tariffs Are Coming for Big Tech, Too",0.077466,0.750017,0.172517
11423113,"Apple, Anthropic Team Up to Build AI-Powered ‘Vibe-Coding’ Platform",0.712195,0.264685,0.02312
11425513,This simple Amazon tablet became one of my biggest smart home upgrades yet (and it's on sale),0.823572,0.135144,0.041285
11425611,‘The Walking Dead: Dead City’: Lauren Cohan talks turning the Bay State into a zombified Big Apple,0.105028,0.628868,0.266103
11423117,Apple Eases App Store Rules Under Court Pressure,0.068153,0.345099,0.586748
11425582,Apple To Rally More Than 17%? Here Are 10 Top Analyst Forecasts For Friday,0.720914,0.246535,0.03255
11425629,"iOS 18 Seven Months Later: Customization and Notes App Impress, Apple Intelligence Not So Much",0.062116,0.735728,0.202156
11425729,Amazon Prime Day 2025: Here's What We Know About the Summer Shopping Event,0.033198,0.954359,0.012443
11425726,Spotify submits app update to Apple with external link for purchases in US,0.03675,0.919711,0.043539
11425681,"China Evaluating US Trade Talks, Apple-Amazon Earnings, More",0.072666,0.892988,0.034347
11425679,"US-China Possible Trade Talks, Apple-Amazon Earnings, More",0.081015,0.893371,0.025614
11425677,"Amazon-Apple Earnings, Trump Administration Reshuffle, More",0.040287,0.896387,0.063325
11423172,"Stock Movers: Apple, Eli Lilly, Spotify",0.030969,0.928914,0.040117
11425610,How the fear of soft-target raids is changing undocumented migrants’ behavior,0.132754,0.726482,0.140765
11425626,"Trump’s tariffs could cost Apple $900 million this quarter, CEO Tim Cook says",0.030605,0.707335,0.262059
11425627,"Waltz exit, China’s hint, Apple and Australian election",0.016331,0.969398,0.014271
11425586,Forbes Daily: Amazon Beats Expectations But Warns Of Tariff Impacts,0.029152,0.807259,0.163589
11425581,"Block, Atlassian, Apple, Roku, Amazon And Other Big Stocks Moving Lower In Friday's Pre-Market Session",0.039206,0.784096,0.176698
11425540,"Khloé may have popcorn, but Kim has Beats on sale — save 51% off today on Amazon",0.199225,0.720011,0.080764
11425615,"Farage's UK By-Election Win, Apple Sparks New Tariff Fears, More",0.764663,0.115247,0.12009
11425619,Apple iOS 18.5 Release Date: New iPhone Update Is Just Days Away,0.02699,0.950301,0.022709
11423216,Apple is working with Anthropic on an AI coding tool for Xcode,0.300381,0.686621,0.012998
11423206,"Our 14 favorite Amazon deals to shop this weekend: AirPods, Breville, more",0.156546,0.826427,0.017027
11423201,Cuomo loses out on nearly $3M in public campaign funds over digital payment flubs,0.003698,0.01877,0.977533
11423232,"Spotify Gloats About Breaking Free From Apple, Promises More Transparent Pricing",0.026976,0.099715,0.873309
11423258,Decoupling with China: Apple Announces Most U.S. iPhones Will Come from India,0.214647,0.748751,0.036602
11423257,Apple approves Spotify update after being ordered to stop charging app commissions,0.135342,0.706968,0.15769
11423261,Apple could spend $900 million on tariffs over the next quarter,0.050312,0.545463,0.404225
11423244,"If you use Apple AirPlay, you need to update your device and take these steps",0.058697,0.84571,0.095593
11423251,Padres vs. Pirates: How to watch on Apple TV Plus for free today,0.043561,0.930094,0.026344
11423186,"Apple Loop: iPhone 17 Pro Leaks, Apple Watch SE Details, iPhone 17 Release Dates",0.013716,0.974104,0.01218
11423272,Spotify breaks free from Apple's App Store fees,0.020189,0.603131,0.37668
11423321,"Apple partnering with startup Anthropic on AI-powered coding platform, Bloomberg News reports",0.392133,0.589791,0.018076
11423263,Apple updates its App Store guidelines to allow external payment options,0.421084,0.555203,0.023713
11423273,iPhone 16E vs. iPhone 16: Comparing the Key Specs on Apple's Phones,0.034825,0.911609,0.053567
11425490,"Apple Approves Spotify’s Updated iOS App That Now Allows External Payments and Related Features, Following Court-Mandated Changes to App Store",0.543621,0.409071,0.047308
11423339,Tim Cook Says Tariffs Will Cost Apple at Least $900M in April-June Quarter,0.038747,0.492459,0.468793
11423297,"Proton Plans To Drop Prices 30% on Its Privacy Apps, Thanks to Ruling Against the ‘Apple Tax'",0.024,0.144176,0.831823
11423313,Spotify seizes the day after Apple is forced to allow external payments,0.012877,0.208176,0.778947
11423330,Apple and Anthropic reportedly partner to build an AI coding platform,0.620388,0.356552,0.023059
11423358,Apple's legal setback could be a big win for the creator economy: 'We are celebrating',0.353142,0.104822,0.542036
11423266,Amazon Deals of the Day: Jam Out Anywhere You Go With the JBL Clip 5 Speaker at a Record Low,0.118653,0.776667,0.10468
11423350,The Samsung Galaxy Watch 7 is at its lowest-ever price at Amazon — save $90,0.374418,0.500642,0.12494
11425484,How Apple lost control of the App Store,0.00574,0.032702,0.961559
11423341,"Robinhood's April Crypto Volumes Fall 47% From Q1 Average, But Analysts See 3 Reasons To 'Stay Constructive'",0.287411,0.427596,0.284993
11425375,"Tim Cook gave some clarity on India, but tariffs and AI remain big unknowns for Apple",0.100564,0.805085,0.094351
11425404,Apple sees sharp narrative shift as tariffs dominate tech giant's outlook,0.53519,0.420359,0.044451
11425415,Will iPhones See Price Hikes Because Of Tariffs? Apple CEO Tim Cook Comments,0.020329,0.945021,0.03465
11425411,"Apple earnings takeaways: A rush to buy iPhones before tariffs, a $900 million hit, and more",0.585547,0.291128,0.123325
11425426,"Epic Games will return Fortnite to U.S. iOS, offers global comeback if Apple drops fees",0.074799,0.428681,0.49652
11425469,Proton ready to lower its pricing after landmark US ruling against Apple,0.029977,0.418371,0.551652
11425412,Apple says tariffs will cost it a whopping $900 million this quarter,0.033741,0.858064,0.108195
11425421,Apple clears Spotify update under new rules allowing purchases within apps,0.46637,0.482383,0.051247
11425480,"Apple Stock Sinks On Tariffs, Services Challenges",0.013651,0.153179,0.83317
11425419,"Tariffs will take a $900 million bite out of Apple next quarter, says Tim Cook",0.042243,0.847561,0.110196
11425504,Google’s Android Update—Change One Setting To Stop Attacks,0.051226,0.418889,0.529885
11425483,Stripe already has a way for iOS developers to dodge Apple’s payment system,0.025414,0.264752,0.709834
11425497,Google reveals powerful NotebookLM app for Android and iOS with release date – here's what it looks like,0.368739,0.561661,0.0696
11425451,Apple probably grumbling over Epic Games Store’s $1 million offer to developers,0.007655,0.066514,0.925831
11425649,Spotify Adds External Subscription Link in App Following Court's Ruling Against Apple In Epic Matter,0.007717,0.169449,0.822833
11425618,Tim Cook Says iPhone 16 Sales Stronger In Markets With Apple Intelligence Despite Siri Struggles,0.525918,0.308056,0.166026
11422977,New Tax Makes It Less Likely Berkshire Will Buy Back Shares,0.104355,0.530664,0.364981
11425606,"Apple iPhone 17 Air May Have Ugly Design Change, New Leak Claims",0.012012,0.332798,0.65519
11423142,Cubs vs. Brewers: How to watch on Apple TV Plus for free today,0.041533,0.933976,0.024491
11425496,The latest MacBook Air (M4) drops $150 at Amazon,0.02417,0.761637,0.214193
11425376,Apple approves Spotify update that freely shows clear pricing on in-app purchases,0.601232,0.355847,0.042921
11425674,"Dan Ives Raises Apple Price Target To $270, Says 'Worst Case Scenario' Off The Table For iPhone Tariffs As Tim Cook Reveals Made In India Move",0.045527,0.347279,0.607194
11425514,"Apple Watch Ultra 3: 5 reasons to consider upgrading, and 4 reasons you might want to skip",0.060079,0.696897,0.243023
11239099,Apple Watch Series 5 Review Roundup: New Always-On Feature Is A Plus,0.397481,0.571254,0.031265
11425474,Apple’s $100 billion buyback disappointed some. Here’s where it ranks historically.,0.011104,0.046781,0.942116
11425510,Amazon just launched a massive weekend sale – here are the 23 best deals I'd buy from $19.99,0.54794,0.389465,0.062596
11425501,"Alexa+ rollout hits major milestone, but Amazon warns the technology is currently still ‘primitive’",0.452634,0.436004,0.111362
11423171,Clairo’s ‘Apple’ Dance at Brat Tour Gets Charli xcx’s Stamp of Approval,0.184236,0.662805,0.152959
11423168,Apple Is Moving US iPhone Assembly to India Amid Tariff Turmoil,0.105128,0.811853,0.083019
11423177,Spotify updating app for US users after court ruling in Apple case,0.021672,0.919767,0.05856
11423143,"Where to watch Cubs vs Brewers streaming for free tonight: Apple TV+ Friday Night Baseball, time, odds",0.020382,0.965207,0.014412
11423355,Oura Ring vs Apple Watch: I put the top two fitness trackers head-to-head,0.115753,0.760566,0.123681
11425453,Spotify Updates App in Wake of ‘Significant’ Court Ruling Against Apple,0.019332,0.341359,0.639309
11425446,Deal of the Day: One of Apple's newest iPads is under $300 right now,0.128824,0.711236,0.159939
11423174,"Stock Movers: Apple, Block, Duolingo",0.032066,0.924123,0.043811
11425528,Why Apple Warned About a $900 Million Tariff Hit,0.011168,0.300896,0.687935
11425434,"Apple posts stronger-than-expected Q2 results, says majority of US iPhones sold will come from India",0.848337,0.130807,0.020857
11426280,Apple exec ‘outright lied’ during Epic trial,0.002789,0.019023,0.978189
11425458,Epic Games wins major legal battle against Apple’s app store policies,0.011078,0.107091,0.881831
11425835,"Tariffs, economy will dominate Apple, Amazon earnings",0.12981,0.829464,0.040726
11425804,Apple posts stronger-than-expected Q2 results but stocks slides after-hours,0.258564,0.354829,0.386608
11425840,Apple edges past sales expectations but shares decline on tariff fears,0.025841,0.132997,0.841162
11425810,Apple revenue hits $95B as customers snatch up iPhones on tariff fears,0.021344,0.112897,0.865759
11425788,3 Apple devices you definitely shouldn't buy this month (and 9 to get instead),0.041726,0.425374,0.5329
