id,title,pos_score,neutral_score,neg_score,company_id,company_name,label,reason
6513828,Letter: Elise Hance: Cut the fees for Uber cars using T.F. Green Airport,0.07087,0.61586,0.313269,57,Uber,relevant,"The article is about a proposal to cut fees for Uber cars using T.F. Green Airport, directly affecting Uber's business."
6276101,Kendall Jenner snags free Lyft deal following Uber ban,0.005662,0.104542,0.889796,57,Uber,irrelevant,"The article is about Kendall Jenner getting a free Lyft deal after being banned from Uber, with Uber being a passing mention."
546209,"‘They be acting like it’s completely normal too’: Walmart worker puts customers who try to check out their groceries at electronics section on blast, sparking debate",0.143905,0.516891,0.339205,12,Walmart,irrelevant,"The article focuses on a Walmart worker's social media post about customer behavior, which is a minor operational anecdote without broader business implications."
3316405,HBO Max Eyes 50 Million Subscribers Within 5 Years,0.10018,0.877259,0.022561,55,AT&T,relevant,"The article is about HBO Max's goal to reach 50 million subscribers within 5 years, which is a key aspect of AT&T's video strategy."
3403075,"HBO Max, Roku and Fire Stick/Fire TV Explained",0.012957,0.979034,0.008008,55,AT&T,relevant,"The article explains HBO Max, Roku, and Fire Stick/Fire TV, which are all related to AT&T's streaming services."
8359470,What green card and visa holders need to know ahead of summer travel season,0.073772,0.860349,0.065879,14,Visa Inc.,irrelevant,"Travel advice for visa holders, referring to government-issued visas, not Visa Inc."
3402752,HBO just launched another streaming service — here's how it's different,0.080133,0.844183,0.075684,55,AT&T,relevant,"The article is about HBO's new streaming service, which is a subsidiary of AT&T's WarnerMedia."
1010324,21 Savage Says ICE Trying to 'Intimidate' Him into Leaving U.S.,0.009864,0.730154,0.259982,14,Visa Inc.,irrelevant,"Rapper 21 Savage's immigration issues, which involve U.S. visas but not Visa Inc."
8359668,20 Factors To Consider When Developing A Global Talent Strategy,0.210391,0.772401,0.017208,14,Visa Inc.,irrelevant,Article is about general talent strategy with no mention of Visa Inc. as a subject
783334,22 celebrities who have left Los Angeles on where they moved and why they did it,0.048429,0.924062,0.027509,14,Visa Inc.,irrelevant,List of celebrity relocations with no connection to Visa Inc.
6195776,Former Taco Bell executive Benjamin Golden suing Uber driver Edward Caban but could still lose case,0.002854,0.063452,0.933694,57,Uber,irrelevant,"The article is about a lawsuit involving an Uber driver, but it's an individual incident rather than a corporate-level issue."
2940949,HBO CEO criticizes Comcast for snubbing streaming service,0.026348,0.628637,0.345015,55,AT&T,relevant,"The article is about HBO's CEO criticizing Comcast, which is a competitor of AT&T in the telecommunications industry."
8577634,2023 My Banking Direct Review,0.012072,0.98198,0.005948,14,Visa Inc.,irrelevant,"Banking review about My Banking Direct, not about Visa Inc."
4220891,Microsoft Cortana has made its picks for the NFL Conference Championship games,0.189844,0.796387,0.013769,3,Microsoft,irrelevant,"Article is about Cortana's NFL picks, not a material business event."
7292766,The Vitamix One blender is almost half-off now at Walmart,0.036743,0.922824,0.040433,12,Walmart,irrelevant,"The article is a consumer deal announcement about a discounted blender at Walmart, which is promotional content and not a material corporate event."
8487329,'2021 Oscar-Nominated Short Films: Live Action' Review: A Cross-Section of Cinematic Activism,0.207931,0.764901,0.027168,14,Visa Inc.,irrelevant,Film review of Oscar-nominated shorts with no relevance to Visa Inc.
8129507,"Whatever the Supreme Court decides on the law, Trump's Muslim ban is bad policy",0.013481,0.087596,0.898923,14,Visa Inc.,irrelevant,"Political opinion on Trump's Muslim ban, Visa Inc. not involved"
6354831,Former Uber Exec on Why He Left the Company to Go Into Politics,0.022807,0.278675,0.698517,57,Uber,relevant,"The article is about a former Uber executive's decision to leave the company and go into politics, providing insight into Uber's corporate actions and strategy."
4761313,"Microsoft contractors had woeful security when reviewing Cortana and Skype recordings, report claims",0.003458,0.043782,0.95276,3,Microsoft,relevant,Article reports on Microsoft contractors' security issues with Cortana and Skype recordings.
962705,What Disclaimer? ~ USCIS Ignores Labor Department Warning That the Occupational Outlook Handbook Never Be Used for Legal Purposes,0.011442,0.129491,0.859067,14,Visa Inc.,irrelevant,"Article is about USCIS and the Labor Department, with no mention or relevance to Visa Inc."
6542207,Fortnite: Building and Testing a Custom Racetrack (by Uber Playz),0.049623,0.918449,0.031929,57,Uber,irrelevant,The article is about a custom racetrack in Fortnite and only mentions Uber as part of a username.
6752185,Kamala Harris' brother-in-law is the public face of Uber's fight with labor. It's awkward,0.010497,0.075867,0.913636,57,Uber,relevant,The article is about Uber's fight with labor and features a prominent figure related to the company.
3298537,Boost Mobile founder says he'd buy unit back if the Sprint-T-Mobile tie-up gave him good wholesale deal,0.663779,0.296846,0.039375,55,AT&T,irrelevant,"The article is about the founder of Boost Mobile, which is a subsidiary of Dish Network, not AT&T."
1053407,1600: From 'all in' to all over; another Trump pick flops,0.008984,0.130685,0.860331,14,Visa Inc.,irrelevant,"Article discusses a Trump nominee and political developments, with no connection to Visa Inc."
6962682,Kia and Uber partner to give drivers in 20 European markets discounts to EVs,0.541123,0.422473,0.036403,57,Uber,relevant,The article is about a partnership between Kia and Uber to offer discounts on electric vehicles to Uber drivers.
6585811,"Leaked: Uber's Financials Show Huge Growth, Even Bigger Losses",0.230438,0.27238,0.497181,57,Uber,relevant,"The article is about Uber's financials, specifically their growth and losses."
4482940,Microsoft confirms Edge is moving to Chromium,0.042,0.950187,0.007813,3,Microsoft,relevant,Article confirms Microsoft Edge is moving to Chromium.
454940,This cozy weighted blanket is 20% off at Walmart,0.046961,0.876596,0.076443,12,Walmart,irrelevant,"The article is a consumer deal promotion about a single product discount, not a material corporate event for Walmart."
3509931,"Boston Celtics vs. Miami Heat Game 5 free live stream: How to watch NBA Eastern Conference Finals 2022, TV, odds",0.029094,0.957604,0.013303,55,AT&T,irrelevant,"The article is about a Boston Celtics vs. Miami Heat game, with no mention of AT&T."
8394809,17 Expert Ways To Resolve Stakeholder Conflicts And Create Harmony,0.801794,0.137852,0.060354,14,Visa Inc.,irrelevant,"General business advice article on stakeholder conflicts, not about Visa Inc. or its activities."
4691626,"Microsoft could offer a guided tour of the Copilot app to help Windows 11 newbies, but I’m still waiting for the big changes to the AI assistant",0.605889,0.348997,0.045114,3,Microsoft,relevant,Article discusses potential changes to Microsoft's Copilot app.
8397571,'We need some money': Rudy Giuliani accidentally butt-dialed an NBC reporter and was overheard talking about his connections to Bahrain and trashing Biden,0.006585,0.019908,0.973507,14,Visa Inc.,irrelevant,"Story about Rudy Giuliani's phone call and political comments, unrelated to Visa Inc."
8391618,2022 AL Central season preview,0.01493,0.979948,0.005123,14,Visa Inc.,irrelevant,"Sports preview of the 2022 AL Central season, no connection to Visa Inc."
6210117,Lawsuit Against Uber by Alleged Kalamazoo Shooter Is Hoax,0.002488,0.048778,0.948734,57,Uber,relevant,"The article is about a lawsuit against Uber, which is a significant corporate-level event."
8221789,We visited Trump's border Disneyland on spring break. It wasn't the happiest place on earth.,0.026553,0.949834,0.023613,14,Visa Inc.,irrelevant,"Article is about a political commentary on a border site, no mention of Visa Inc. as a company"
3322098,Have Any Of These Actors Been In Any Marvel Movies Before?,0.014167,0.968947,0.016886,55,AT&T,irrelevant,"The article is about actors and their roles in Marvel movies, with no mention of AT&T."
1010524,21 Savage's Lawyers Say He's a Dreamer and Address If Rapper Was Targeted for Being Critical of ICE,0.180122,0.469139,0.350739,14,Visa Inc.,irrelevant,"Article discusses immigration status of a rapper, not related to Visa Inc. business or operations"
7056186,The Technology 202: Here's why Walmart wants a stake in the TikTok deal,0.129545,0.798272,0.072182,12,Walmart,relevant,"The article discusses Walmart's strategic interest in a major business deal involving TikTok, which relates to corporate strategy and potential partnerships."
6293560,Forget about hailing an Uber on your next visit to China,0.072635,0.660314,0.267051,57,Uber,relevant,The article is about Uber's operations in China.
6646533,Former ‘American Idol’ Host Brian Dunkleman Defends Uber Driver Gig,0.573207,0.256114,0.17068,57,Uber,irrelevant,"The article is about a former American Idol host defending his Uber driver gig, which is an individual incident."
3465752,"HBO Max to Launch in Latin America at $3-$6 Per Month With Live Sports, Theatrical Window for Warner Movies",0.228676,0.746893,0.024431,55,AT&T,relevant,"The article is about HBO Max's launch in Latin America, which is a key aspect of AT&T's international expansion."
6746216,Former Uber Engineer Could Face a Decade in Prison for Stealing Secrets from Google,0.003177,0.014824,0.981999,57,Uber,relevant,"The article is about a former Uber engineer facing prison time for stealing secrets, which reflects on Uber's business."
6348423,"Ford leads self-driving tech pack, outpacing Waymo, Tesla, Uber: study",0.231705,0.643694,0.1246,57,Uber,irrelevant,"The article is a macro/industry analysis where Uber appears as one of several examples, not the primary subject."
6904836,"Last-Minute Court Decision Lets Uber, Lyft Continue Operating In California As It Fights Labor Law",0.356284,0.39089,0.252826,57,Uber,relevant,"The article is about a court decision affecting Uber's ability to operate in California, which is a significant regulatory event for the company."
6456483,Former S.A. Uber driver charged in sexual assault of drunken female passenger,0.001825,0.02374,0.974435,57,Uber,irrelevant,"This article is about an individual incident involving a former Uber driver, which does not directly impact the company's business."
1017015,"21 Savage granted bond, will be released from ICE detention",0.037152,0.929739,0.033109,14,Visa Inc.,irrelevant,"Article covers legal status and release of an individual from ICE detention, not about Visa Inc."
851124,20-year-old Mexican man in need of transplants denied US visa,0.018987,0.726467,0.254546,14,Visa Inc.,irrelevant,"Article is about a US visa denial for a Mexican man, referring to government-issued visas, not Visa Inc."
3043012,Boeing Could Deliver 737 MAX 10X in 2020 if Airlines Start Buying,0.180061,0.777677,0.042263,55,AT&T,irrelevant,"The article is about Boeing and its potential delivery of 737 MAX 10X, with no mention of AT&T."
3360884,"HBO Max is expanding to 15 more European countries soon, with others to follow",0.152331,0.834076,0.013593,55,AT&T,relevant,"The article is about HBO Max's expansion to 15 more European countries, which is a key aspect of AT&T's international expansion."
6311044,For $26: A ride to the Syracuse airport and a cabbie's thoughts on Uber (video),0.034554,0.918096,0.04735,57,Uber,irrelevant,"This article is a lifestyle piece that mentions Uber in the context of a cabbie's thoughts, but is not primarily about the company."
3402929,HBO Go or HBO Max: What's the difference between the two?,0.013974,0.972843,0.013183,55,AT&T,relevant,"The article explains the difference between HBO Go and HBO Max, both of which are related to AT&T's streaming services."
3405587,HBO Max removes ‘Gone With the Wind’ to address its ‘racist depictions’,0.01566,0.365314,0.619026,55,AT&T,relevant,"The article is about HBO Max removing 'Gone With the Wind' due to racist depictions, which is a key aspect of AT&T's content strategy."
3495097,Boomerang Cartoon Streaming Service Is Being Shut Down by Warner Bros. Discovery,0.014913,0.717374,0.267713,55,AT&T,relevant,"The article is about the shutdown of Boomerang, a cartoon streaming service owned by Warner Bros. Discovery, which is related to AT&T's WarnerMedia."
2893728,"Bowl projections: Texas, Notre Dame fall from College Football Playoff bracket",0.018071,0.956602,0.025327,55,AT&T,irrelevant,"The article is about college football bowl projections, with no mention of AT&T."
4004929,Microsoft Confused Over Safety Of AI,0.007019,0.03015,0.96283,3,Microsoft,relevant,Article is about Microsoft's confusion over AI safety.
7024957,Former Uber security chief guilty of data breach coverup,0.002274,0.024694,0.973032,57,Uber,relevant,"This article is about a former Uber security chief being guilty of a data breach coverup, which is a significant corporate-level issue."
7983068,We're now at the military-checkpoints stage of Trump's DC takeover,,,,14,Visa Inc.,irrelevant,"Article is a political commentary on military checkpoints in DC, no connection to Visa Inc."
3112737,Boston-Area Paramedics on Front Lines of U.S. Opioid Crisis,0.037035,0.95103,0.011935,55,AT&T,irrelevant,"The article is about paramedics in the Boston area, with no mention of AT&T."
3405567,HBO Max Pulls 'Gone With the Wind' Over Racist Depictions,0.023809,0.369057,0.607134,55,AT&T,relevant,"The article is about HBO Max pulling 'Gone With the Wind' due to racist depictions, which is a key aspect of AT&T's content strategy."
2919927,"Bowditch matches career best with opening 62 at Nelson, 7 better than hometown star Spieth",0.402997,0.517884,0.07912,55,AT&T,irrelevant,"The article is about a golf tournament, with no mention of AT&T."
8605249,15 People Shared Their Biggest Travel Mistakes,0.045884,0.486311,0.467805,14,Visa Inc.,irrelevant,Consumer travel advice article with no mention of Visa Inc. as a subject
6357615,Former Lyft driver files class action lawsuit against Uber over its ‘Hell’ tracking program,0.001838,0.016432,0.981729,57,Uber,irrelevant,"This article is primarily about a lawsuit filed by a former Lyft driver against Uber, but the focus is on the plaintiff's action rather than a significant Uber corporate event."
8574981,2024 MLB Livestream: Where to Watch Major League Baseball Games Online for Free,0.069329,0.908672,0.021998,14,Visa Inc.,irrelevant,"Streaming guide for baseball games, no connection to Visa Inc.'s business"
6746251,Former Star Google and Uber Engineer Charged With Theft of Trade Secrets,0.001609,0.013593,0.984798,57,Uber,irrelevant,"This article is about a former Google and Uber engineer being charged with theft of trade secrets, but the focus is on the individual's actions rather than a significant Uber corporate event."
8188678,1 family’s struggle to keep up with migrant caravan,,,,14,Visa Inc.,irrelevant,"Human interest story about a migrant caravan, unrelated to Visa Inc."
6974252,Flying Taxi Company Joby Aviation Goes Public While Touting Itself as 'Uber of the Air',0.607243,0.248658,0.144099,57,Uber,irrelevant,"The article is primarily about Joby Aviation, not Uber, which is only mentioned as a comparison."
3412267,HBO Max to launch with pre-order discount,0.207045,0.760086,0.03287,55,AT&T,relevant,"The article is about HBO Max's pre-order discount, which is a key aspect of AT&T's streaming services."
6153634,"LAX agrees to allow Uber, other pickup services to shuttle passengers",0.320328,0.613151,0.066521,57,Uber,relevant,"The article is about LAX allowing Uber to operate at the airport, which is a significant development for the company."
911046,West Virginia GOP candidate Don Blankenship releases ad attacking Mitch McConnell's 'China family',0.015196,0.498403,0.4864,14,Visa Inc.,irrelevant,"Political campaign ad content, does not involve Visa Inc."
8314418,What do Rays fans think of the Wander Franco verdict? We asked,0.011889,0.982016,0.006095,14,Visa Inc.,irrelevant,"Fan reaction to a baseball player's verdict, no relevance to Visa Inc."
6722688,Forget Tanning Beds. College Students Today Want Uber Parking.,,,,57,Uber,irrelevant,"The article is about college students wanting parking services, with Uber mentioned only as a metaphor for convenience."
6348974,"Kara Swisher: Dear Tech Bros, it’s not a PR problem at Uber (or Yahoo or any of it)",0.040262,0.281771,0.677967,57,Uber,relevant,"The article discusses Uber's PR problems, indicating it is primarily about the company."
2909178,Boerne’s Jimmy Walker prevails in Valero Texas Open,0.058441,0.928147,0.013412,55,AT&T,irrelevant,"The article is about a golf tournament, with no mention of AT&T."
4775611,"Microsoft, Coke stock rallies would add about 50 points to the Dow's price",0.763917,0.190472,0.045611,3,Microsoft,relevant,Article mentions Microsoft stock rally and its impact on the Dow's price.
6400564,Laguna still working out details with Uber for rides for seniors,0.117756,0.82673,0.055514,57,Uber,relevant,"The article is about Laguna's efforts to work out details with Uber for rides for seniors, which is a significant partnership for the company."
3247425,Bold Free-Agent Predictions for Every NFL Team,0.164506,0.808867,0.026628,55,AT&T,irrelevant,"The article is about NFL free-agent predictions, with no mention of AT&T."
8613311,"21 Savage Announces 'American Dream,' First Studio Album in Nearly Six Years",0.389455,0.586194,0.024351,14,Visa Inc.,irrelevant,"Music album announcement by an artist, no connection to Visa Inc.'s business or operations"
266897,These 10 retailers have a smaller market cap than the $28 billion Walmart gained in one morning,0.118773,0.522385,0.358842,12,Walmart,irrelevant,"The article uses Walmart's market cap change as a comparative data point but is primarily about other retailers, not Walmart's business actions."
526995,This foldable treadmill is transforming home workouts for less than $200 at Walmart,0.528271,0.414746,0.056983,12,Walmart,irrelevant,"The article is a consumer product review and promotion, focusing on a single item for sale at Walmart, not a material corporate development."
4043878,Microsoft created a Halo 5 HoloLens demo for E3 guests,0.27572,0.701973,0.022307,3,Microsoft,irrelevant,"Article is about a demo for E3 guests, not a material business event."
8468678,What consumers learned about travel complaints in 2020,0.024295,0.955297,0.020409,14,Visa Inc.,irrelevant,"General consumer travel complaints summary, Visa Inc. not mentioned or involved"
4476591,Microsoft could release a disc-less Xbox One,0.145746,0.710384,0.14387,3,Microsoft,relevant,Article discusses Microsoft potentially releasing a disc-less Xbox One.
6394115,Former Uber Comms Exec Heads to New Job at Facebook,0.079152,0.830991,0.089857,57,Uber,irrelevant,"The article is about a former Uber executive's new job at Facebook, not about Uber's business."
3518672,HBO lays off about 70 people.,0.015519,0.953909,0.030572,55,AT&T,relevant,"The article is about HBO laying off about 70 people, which is a key aspect of AT&T's WarnerMedia."
1010502,21 Savage's Lawyers Address ''False Conclusions'' After Arrest,0.001942,0.0495,0.948559,14,Visa Inc.,irrelevant,"Legal issues of a musician, no relation to Visa Inc. as a company"
5522190,Tesla Motors Inc. (TSLA) Jumped To A 3-Week High After Panasonic Deal,0.606186,0.358224,0.03559,9,"Tesla, Inc.",relevant,"The article is about Tesla's stock price movement with a stated business reason, the Panasonic deal."
6471057,Kalanick tells court he 'wasn't aware' of Uber report that Levandowski had Google data on disks,0.009868,0.795382,0.19475,57,Uber,relevant,The article is about Uber's former CEO testifying in court about a report related to the company.
910980,'We live as second-class citizens': what it's like to face border agents every day,0.247869,0.69773,0.054401,14,Visa Inc.,irrelevant,"Personal account of border experiences, no mention or relevance to Visa Inc."
6339501,Kroger Faces Pitfalls In Deal With Uber,0.010573,0.18155,0.807877,57,Uber,relevant,"The article discusses potential pitfalls for Kroger in a deal with Uber, making it relevant to Uber's business."
1010338,"21 Savage Was Arrested ‘Based on Incorrect Information,’ Is Being Denied Bail, Attorney Claims",0.007852,0.409942,0.582206,14,Visa Inc.,irrelevant,"Arrest and legal claims about a rapper, not related to Visa Inc.'s corporate activities"
4686182,Microsoft Confirms Critical 10/10 Cloud Security Vulnerability,0.088239,0.718936,0.192825,3,Microsoft,relevant,Article confirms a critical cloud security vulnerability.
6978713,"Florida man posed as Uber driver to pick up and rape woman, police say",0.006948,0.141382,0.851669,57,Uber,irrelevant,"The article is about an individual incident involving a person posing as an Uber driver, which is not about Uber's business."
752887,What I Learned From Having My Wallet Stolen,0.037457,0.32767,0.634873,14,Visa Inc.,irrelevant,Personal anecdote about theft with no mention of Visa or corporate impact
3454099,"HBO Max: New movies, shows, streaming 'free' and everything else to know",0.125705,0.852261,0.022034,55,AT&T,relevant,"The article is about HBO Max's new movies, shows, and streaming options, which is a key aspect of AT&T's streaming services."
6385376,"For Cubs, this has become year of uber-angst",0.475834,0.317552,0.206613,57,Uber,irrelevant,"The article uses 'uber' as a prefix to mean 'extreme' or 'intense', and is not actually about the company Uber."
4271657,Microsoft confirms some Windows 10 source code has leaked,0.008074,0.75824,0.233687,3,Microsoft,relevant,Article reports on the leak of Windows 10 source code.
8337128,"2025 FIFA Club World Cup: Vision, Competition, And Controversy",0.191379,0.666596,0.142025,14,Visa Inc.,irrelevant,Sports event coverage with no connection to Visa as sponsor or business
8460026,21 Savage And Metro Boomin’s ‘Savage Mode II’ Surpasses Its Predecessor,0.194501,0.703871,0.101629,14,Visa Inc.,irrelevant,Music review with no reference to Visa or material business impact
4479720,Microsoft confirms there will be 7 editions of Windows 10,0.064819,0.92659,0.008591,3,Microsoft,relevant,Article confirms the number of Windows 10 editions.
3184110,HBO Executive Says Network Will 'Change Direction' After Merger,0.280269,0.691259,0.028472,55,AT&T,relevant,"The article is about an HBO executive's statement about changing direction after a merger, which is a key aspect of AT&T's WarnerMedia."
4792877,Microsoft confirms Windows 11 24H2 update is crashing some Ubisoft games,0.015194,0.819112,0.165694,3,Microsoft,relevant,Article discusses a Windows 11 update crashing some Ubisoft games.
812854,West Virginia Board Nixes County's School Consolidation Plan,0.037838,0.950964,0.011198,14,Visa Inc.,irrelevant,Local education policy decision with no link to Visa
3369995,Boxing schedule for 2024: Oleksandr Usyk vs. Tyson Fury 2 on tap to close out the year,0.034485,0.956039,0.009477,55,AT&T,irrelevant,"The article is about a boxing schedule, with no mention of AT&T."
6935425,"FreightTech 25: Uber Freight Has Solid Year, But Will It Remain Part Of Uber?",0.640895,0.206545,0.152561,57,Uber,relevant,The article discusses Uber Freight's performance and its potential future as part of Uber.
4297553,Microsoft Confirms It's Still In Talks With Sony For Cross-Platform Play,0.155739,0.830669,0.013592,3,Microsoft,relevant,Article confirms Microsoft is in talks with Sony for cross-platform play.
7007575,"Forgotten in Texas Ubers: Phones, breast pumps, dentures — oh my!",0.043589,0.597577,0.358834,57,Uber,irrelevant,"The article is about items left in Ubers, which is a consumer-focused story with no business impact."
6486287,Former Uber CEO Travis Kalanick announces new investment fund focused on job creation,0.651694,0.314938,0.033368,57,Uber,irrelevant,"The article is about the former Uber CEO's new investment fund, which is not directly related to Uber's business."
939237,What government documents reveal about the 2020 census,0.012472,0.977435,0.010093,14,Visa Inc.,irrelevant,Government data analysis with no mention of Visa or relevance to its business
8444184,17 states are suing ICE over its policy that would revoke the visas of international students at colleges operating entirely online in the fall,0.030548,0.493831,0.47562,14,Visa Inc.,irrelevant,"The article is about U.S. immigration policy and legal action against ICE regarding student visas, not about Visa Inc. as a company."
4383712,Microsoft could see an opportunity to poke Google in the eye with Uber investment,0.727578,0.128914,0.143508,3,Microsoft,irrelevant,Article is speculative about Microsoft's potential investment in Uber.
8613524,2023 in review: A look at immigration and the city’s migrant crisis through Tribune op-eds,0.030553,0.95781,0.011637,14,Visa Inc.,irrelevant,"This is a review of op-eds on immigration and the migrant crisis, with no connection to Visa Inc. as a business."
3432485,HBO Max Headed to Amazon Fire Devices After 6-Month Wait,0.036201,0.927801,0.035998,55,AT&T,relevant,"The article is about HBO Max's launch on Amazon Fire devices, which is a key aspect of AT&T's streaming services."
3340017,"HBO Max Is ‘The Key Aspect’ of AT&T’s Video Strategy, CFO Says",0.094764,0.878778,0.026458,55,AT&T,relevant,"The article is about HBO Max being a key aspect of AT&T's video strategy, according to the company's CFO."
3525003,Bosses need to accept that employees choose what the future of work looks like,0.503486,0.443004,0.05351,55,AT&T,irrelevant,"The article is about the future of work and employee choices, with no mention of AT&T."
8352291,18 American Ex-Pats Share If Moving Abroad Was Worth It,0.159603,0.809461,0.030936,14,Visa Inc.,irrelevant,"The article discusses American expatriates' experiences abroad, which is unrelated to Visa Inc.'s business operations."
3277700,HBO CEO Richard Plepler to step down amid AT&T restructuring,0.021495,0.91531,0.063195,55,AT&T,relevant,The article is about HBO CEO Richard Plepler stepping down amid AT&T's restructuring.
7210209,The Samsung Frame TV is at its lowest price at Walmart right now,0.026862,0.943736,0.029402,12,Walmart,irrelevant,"The article is a consumer deal announcement about a product price drop, not a material financial or strategic event for Walmart."
7288826,'The siren would not turn off': Walmart customer says self-checkout machine started blaring after item didn’t scan properly,0.026157,0.875574,0.098268,12,Walmart,irrelevant,"The article is about a single customer's experience with a self-checkout machine malfunction, which is an isolated incident with no material business impact on Walmart."
857504,Westchester high school graduate detained by ICE now in removal proceedings,0.006248,0.83971,0.154042,14,Visa Inc.,irrelevant,"This is a local immigration enforcement story involving ICE and an individual, not about Visa Inc."
4508677,Microsoft co-founder pledges $30 million to house Seattle's homeless,0.907049,0.073356,0.019595,3,Microsoft,irrelevant,"Article is about Microsoft co-founder's philanthropy, not a material business event."
4118310,Microsoft confirms acquisition of SwiftKey,0.072802,0.908825,0.018373,3,Microsoft,relevant,Article confirms Microsoft's acquisition of SwiftKey.
3483275,"HBO Max Is Moving Forward With A Lower-Priced, Ad-Supported Tier (Coming Later This Year)",0.510225,0.460432,0.029343,55,AT&T,relevant,"The article is about HBO Max's plan to launch a lower-priced, ad-supported tier, which is a key aspect of AT&T's streaming services."
8558183,WeWork Unveils Its Flagship Asia-Pacific Office Tower In Singapore Amid Narrowing Losses,0.095638,0.292692,0.61167,14,Visa Inc.,irrelevant,"The article is about WeWork's new office and financial performance, with no mention of Visa Inc."
8352671,We're Americans who have visited 47 countries. Our favorite is an underrated gem we loved so much that we moved there.,0.883369,0.10187,0.01476,14,Visa Inc.,irrelevant,Personal travel story with no connection to Visa Inc. or its business operations
6757785,Lawyer: Uber driver killed passenger in self-defense,0.007413,0.077719,0.914868,57,Uber,relevant,"The article reports on a significant incident involving an Uber driver, which could impact the company's reputation and operations."
3384422,"HBO Max's first trailer reminds you it has non-HBO titles, too",0.037109,0.936184,0.026707,55,AT&T,relevant,"The article is about HBO Max's first trailer, which is a key aspect of AT&T's streaming services."
8431887,15 college students on how COVID-19 derailed their lives,0.048561,0.910628,0.040811,14,Visa Inc.,irrelevant,"Human interest story about college students during COVID-19, not related to Visa Inc."
