id,title,pos_score,neutral_score,neg_score
11419723,"India-Pakistan, Papal conclave and Germany's wobble",0.020398,0.843995,0.135607
11419476,Apple wants to move to AI-powered search — and Google stock sinks 8%,0.099873,0.188423,0.711704
11419724,Meet the 10 AI startup unicorns with tiny teams,0.267975,0.676265,0.05576
11419510,iPhone 18 Pro: Apple Leak Reveals Stunning New Display Tech,0.3787,0.532075,0.089225
11419514,You have less than 60 days to potentially cash in on Apple's $95 million Siri settlement. Here's what to do.,0.04081,0.691669,0.267522
11402083,7 of the very best hotels on the Oregon coast: Peak Northwest podcast,0.188905,0.797984,0.013111
11419733,Best VPN for iPhone (2025): IPVanish Named Top iOS VPN Solution by Software Experts,0.350276,0.623048,0.026676
11419706,Backbone Pro Review: A Smart Mobile Game Controller That'll Cost You,0.083949,0.28821,0.627841
11419737,Google Trolls Apple Over iPhone 17's New Camera Bar: Copycat Claims Fly in Latest Pixel Ad,0.008039,0.157166,0.834795
11419746,"AU Deals: Heavy Discounts on FromSoftware GOATs, Sucker Punch Samurai-fests, Mafias, and More!",0.228532,0.713929,0.057539
11419666,Pinkfong and Baby Shark Join SeaWorld in the Global Launch of its First Educational Sing-Along Video Showcasing the Wonders of Marine Life,0.89541,0.092975,0.011615
11419704,"ARS Pharmaceuticals' neffy® (epinephrine nasal spray) 1 mg is Now Available in the United States for Type I Allergic Reactions, including Anaphylaxis, in Pediatric Patients Weighing 15 to < 30 Kilograms",0.30824,0.646125,0.045635
11419693,Should you buy a Roku streaming stick in 2025? Here's my buying advice after testing one,0.077604,0.899585,0.022811
11419691,J.D. Vance’s Brother Advances in Mayoral Primary,0.203013,0.785161,0.011826
11419689,DOGE Aims to Pool Federal Data,0.309144,0.659688,0.031167
11419690,Raja Krishnamoorthi to Run for Senate,0.075142,0.91661,0.008249
11419646,Sustainable Finance A Profit Center in GCC: ESG Currents,0.404229,0.581843,0.013929
11419623,iPhone 16 Pro Long-Term: One Feature Stands Above All Others,0.180427,0.734806,0.084767
11419648,Millions Would Lose Health Coverage Under GOP Proposals,0.01104,0.087624,0.901336
11419627,State budget deal includes $450M to build new Upstate ER (Good Morning CNY for May 7),0.278878,0.711109,0.010013
11419586,Our favorite Google Pixel phone is back down to a record-low price at Amazon,0.253644,0.626118,0.120238
11419584,This new Apple TV+ adventure series is an awe-inspiring ride made possible by some of my favorite tech,0.891457,0.080726,0.027817
11417341,Indie Mixtape 20: Samia Is ‘Bloodless’ On Her New Album,0.148783,0.767744,0.083473
11417368,"Jez Butterworth, Peter Straughan and Jack Thorne to Write Sam Mendes' 4 Beatles Films at Sony",0.072585,0.917149,0.010266
11417357,"As renovations continue at historic Mosquito Beach, a new $1.25M grant could help get it done",0.799702,0.179369,0.020929
11417361,Matter update may finally take the tedium out of setting up your smart home,0.654395,0.228587,0.117018
11417335,Samsung confirms major camera spec for Galaxy S25 Edge before launch,0.028191,0.964868,0.006941
11417367,"Cue: Apple will add AI search in mobile Safari, challenging Google",0.653493,0.266377,0.08013
11417369,Paul Mauro: Sanctuary City Laws In NYC Are Preventing ICE Agents From Getting The Bad Guys Out,0.122987,0.737933,0.13908
11417352,Get the behind-the-scenes stories about Georgia’s newest 5-star quarterback,0.103247,0.878598,0.018154
11419384,Vance Backs Civil Nuclear Program for Iran,0.091672,0.868226,0.040102
11419381,Delta debuts its Patreon-supported gaming app update after US App Store policy change,0.249921,0.689997,0.060082
11419382,Trump Boxes In Mike Lawler,0.007904,0.984483,0.007613
11419389,Apple Options Trading: A Deep Dive into Market Sentiment,0.122086,0.796835,0.081079
11419741,The Tariff Buzzsaw Is Coming For Hardcore Gamers,0.214231,0.740579,0.04519
11419601,"Apple, Alphabet Shares Tumble Amid Potential AI Search Shift",0.018451,0.183303,0.798247
11419588,Buying a refurbished iPhone just got a bit brighter,0.785899,0.176352,0.037749
11419603,Man arrested after ramming car into front gate of ‘Friends’ star’s California home,0.009861,0.754047,0.236092
11419617,Maren Morris Reveals Ex-Husband Ryan Hurd Lives Five Minutes Away. Why They Still Have 'Family Dinners',0.087465,0.875042,0.037492
11419615,Advocate and Content Creator Molly Burke to Publish New Book Unseen: ‘A Weight Is Being Lifted’ (Exclusive),0.480459,0.500977,0.018564
11419607,Praise be! Cleveland abandons Cleveland airport retrofit to build an all-new terminal: Today in Ohio,0.520886,0.4507,0.028414
11419613,Jennifer Garner Thanks Childhood Teachers Who 'Shaped' Her in Sweet Tribute: 'I Love You',0.883732,0.097085,0.019183
11419574,Trump’s Return Elevates Fringier Conspiracy Theories,0.010071,0.138983,0.850946
11419557,Apple Is Selling Refurbished iPhone 15s for up to $230 Off,0.03262,0.307384,0.659996
11419572,Xi Fortifies China’s Economy Before Trade Talks,0.054828,0.936032,0.00914
11419571,Florida Official Switches Parties,0.005858,0.111086,0.883056
11419551,Alphabet shares sink 8% after Apple’s Cue says AI will replace search engines,0.042616,0.341854,0.61553
11419564,"Trump to rename Persian Gulf the Arabian Gulf ahead of US-Iran nuclear talks, Middle East trip: report",0.021235,0.973723,0.005042
11419575,"'Foundation' Season 3 gets teaser, July premiere date",0.021542,0.973668,0.00479
11419568,Google stock drops nearly 10% after Apple says it could ditch search engine as iPhone default,0.015121,0.288156,0.696723
11419556,"Sydney Sweeney, Julianne Moore Try to Hide a Dead Body in Apple’s ‘Echo Valley’ Trailer",0.019269,0.950907,0.029824
11419515,"After Selling Out Twice, Amazon Returns AirTags at Their Lowest Price Ever",0.0744,0.544416,0.381185
11419520,Rite Aid Closing All Stores amid Bankruptcy Filing. Here's What It Means for Your Prescriptions,0.034707,0.746538,0.218755
11419441,Apple’s M4 Mac mini is more than $100 off at Amazon,0.157308,0.738997,0.103695
11419422,"NTSB report reveals disturbing new details in doomed tourist helicopter that crashed into Hudson, killing 6",0.017786,0.580115,0.4021
11419438,Keep Your Gut Healthy With These 12 Probiotic Foods,0.882281,0.098651,0.019068
11419434,"Apple Watch Shipments Continue to Decline, Dropping Nearly 20% in 2024",0.02868,0.55277,0.41855
11419437,Apple Looking to Transform Safari With AI Search,0.805338,0.15928,0.035382
11419446,The best last-minute Mother's Day gifts: 17 gadgets and subscriptions that should arrive by Sunday,0.596754,0.374167,0.029078
11419440,The best tech gifts for mom that she'll appreciate for the rest of 2025,0.83528,0.1429,0.02182
11419429,Family-Friendly Games Like UNO Are Coming to Apple Arcade in June,0.113384,0.868493,0.018123
11419489,Android’s splashy new paint job won’t yank Gen Z from iPhones,0.115414,0.591042,0.293544
11419486,Specieswatch: new bee species in the UK a rare gain in a changing climate,0.367585,0.612922,0.019493
11419449,PinkPantheress Knew She Had to Cancel Her Tour When She Started Cutting Her Own Hair,0.020609,0.380935,0.598456
11419480,This baked French toast is a luxurious but laid-back weekend breakfast,0.640402,0.322281,0.037317
11419455,Green Dot sale attracts private equity amid sluggish deal climate,0.148708,0.581149,0.270143
11419447,Apple is considering adding AI search engines to Safari,0.28205,0.694487,0.023464
11419488,"Shazam's latest playlist ties directly back to what made the app a household name, and I'm intrigued",0.674582,0.266866,0.058552
11419478,Buying an iPhone 18 next year may look a little different,0.064638,0.855959,0.079403
11419513,Growth Potential Of Family-Owned And Legacy Franchise Businesses In M&A,0.781033,0.20206,0.016906
11402361,9 weighted blankets that can reduce anxiety and help you sleep better,0.865714,0.097553,0.036733
11417288,Exclusive: Dr. Sebastian Gorka Tells Story of Staring Down Abbey Gate Mastermind Jafar to His Face,0.048775,0.921911,0.029314
11417289,Exclusive Details: Dr. Gorka on How Trump Is Besting Media with 'Shock and Awe' Strategy,0.279055,0.646726,0.074219
11417276,America's air traffic control problem,0.01938,0.125477,0.855143
11419764,Lady Gaga’s Record-Breaking Rio Show Has Us Wondering: Could the U.S. Ever Host a Concert That Big?,0.424155,0.398273,0.177571
11419744,Freehold Versus Leasehold in UK Real Estate,0.037634,0.92774,0.034625
11419713,Slimjaro Customer Concerns Exposed: Important Consumer Report Details Released,0.06061,0.890468,0.048922
11419712,Pop Culture and Pay Equity: Season Three of Level the Paying Field to Explore Pervasive Pay Gaps,0.361275,0.533118,0.105607
11419782,New brewery taproom opens at a well-known Central NY apple and fruit orchard,0.140123,0.801897,0.05798
11419772,Trump to announce the US will call the Persian Gulf the Arabian Gulf — ahead of massive Middle East trip,0.052617,0.942534,0.00485
11419773,Alcatraz might be making a comeback — good luck getting out,0.121348,0.382591,0.496061
11419769,First Look: Kilogear Equinox Precision Vest,0.015814,0.968125,0.016061
1894480,October Is Not That Great,0.076873,0.284032,0.639095
11419791,"SOUND Behavioral Health Launches ""Orange Door"" Campaign for Mental Health Awareness Month",0.705874,0.281129,0.012997
11419799,‘The Rocky Horror Picture Show’ Turns 50: Where to Stream the 1975 Cult Classic Online,0.027074,0.958814,0.014112
11419809,"NASA Live Coverage, Original Content Now Streaming on Prime Video",0.035938,0.95488,0.009182
11419813,2 Niles West High School teachers get surprise as they win Golden Apple Awards,0.456761,0.479014,0.064225
11419853,Navigating Crypto Volatility: All Options Considered,0.087275,0.87997,0.032756
11419844,I've never seen an Android phone that does everything that this one can (including night vision),0.14289,0.624641,0.232468
11419845,Amazon will give you a $100 gift card when you buy a Samsung Galaxy Ring,0.485055,0.458482,0.056463
11419898,Android Running Slow? Use These 7 Tricks to Speed It Up,0.153567,0.603542,0.242891
11419882,Trump Says Obama's Library Is a 'Disaster',0.017042,0.452775,0.530183
11419887,"Apple Cider Vinegar 101: Potential Health Benefits, Side Effects and Proper Dosage",0.450199,0.493309,0.056492
11419883,Texas Voters Oust Book-Banning School Board Members,0.089971,0.79407,0.115959
11419880,Trump Kills Grant for PBS Children’s Shows,0.011588,0.17892,0.809492
11419890,Judge Affirms Order to Return Deported Man,0.088517,0.862976,0.048508
11419897,Looming Tariffs Send Trade Deficit Soaring as Companies Rush Imports to Beat the Deadline,0.12427,0.462687,0.413043
11419888,"How to Clear Out Your Android Web Browser's Cookies, Cache",0.103339,0.680141,0.216521
11419903,"Samsung Galaxy S25 Edge Rumors: The Battery, Camera and Price May Have Leaked",0.007749,0.561488,0.430763
11419917,Justice Department asks federal judge to ax Google's ad tech products,0.032075,0.710342,0.257584
11419924,Kindle’s iOS app now has a button to make it easier to buy books,0.454149,0.494206,0.051645
11419922,Amazon Kindle's iOS app adds new 'Get Book' button following Apple payments ruling,0.060433,0.893318,0.046249
11420025,Columbia University settles for $750M with victims of convicted sex criminal Dr. Robert Hadden,0.008008,0.098667,0.893325
11419936,Zest is best: mandarins and navel oranges among Australia’s best-value fruit and veg for May,0.768476,0.184256,0.047268
11419927,Apps like Kindle are already taking advantage of court-mandated iOS App Store changes,0.256435,0.664698,0.078867
11419926,Find my… bicycle?,0.014306,0.968728,0.016966
11420035,Trade Deficit Surges to Record High,0.180928,0.372595,0.446476
11420023,Is the Roku streaming stick a viable option in 2025? My verdict after testing the latest model,0.186272,0.789866,0.023862
11420036,Republicans Flesh Out Trump’s 'No Tax on Overtime',0.034763,0.328981,0.636256
11420037,U.K. and India Strike Trade Deal,0.012768,0.755512,0.23172
11420031,Olive Branch Wellness Boutique celebrates six years in Decatur,0.232102,0.760099,0.007799
11420033,Listen: Kemp upends 2026 with decision not to run for Senate,0.016214,0.956585,0.027201
11420062,I replaced my iPhone with an e-paper Android handset,0.077844,0.873069,0.049087
11420065,I replaced my iPhone 16 Pro Max with this 4K pocket camera for video,0.07548,0.890806,0.033713
11419968,"fomo Debuts Groundbreaking Social Crypto Trading App, Aiming to Onboard 10M+ Users",0.885603,0.083865,0.030533
11420046,What the Options Market Tells Us About Broadcom,0.022045,0.963874,0.014081
11420042,Business Futurist Jonathan Brill Discusses the AI Era and Rewiring the Enterprise in New Episode of Info-Tech's Digital Disruption Podcast,0.407192,0.560583,0.032225
11420038,Switching from Android to an iPhone just got much easier thanks to this handy update,0.735164,0.210771,0.054064
11420040,"Spike Lee's new crime movie trailer features money, mayhem and Denzel Washington in what's sure to be an Apple TV+ hit",0.263097,0.554969,0.181934
11420096,"After a long wait, the iPad Mini is back down to its lowest-ever price at Amazon",0.086128,0.775638,0.138234
11420101,Everything You Should Know About T9 Dialing on Your iPhone,0.03586,0.932674,0.031466
11420100,PlayStation Plus Subscribers Can Play One of 2024's Best Games Now,0.342796,0.628975,0.02823
11420090,Google Makes a Face Turn On User Privacy,0.412182,0.467276,0.120542
11420107,"Tau Epsilon Phi Partners with Connector Technologies to Launch Exclusive Networking App, Helping Fraternity Brothers Maintain Meaningful Social Connection Anywhere in the World",0.871188,0.11627,0.012542
11420103,WellSpan boosts access to foot and ankle care with the addition of Martin Foot and Ankle,0.868946,0.119614,0.01144
11420124,Tariffs Force Trump Off His Political Playbook,0.018331,0.452489,0.529181
11420132,Fortnite Could Return to iPhones Any Day Now,0.056223,0.928299,0.015478
11420118,"Livd Expands Support for Black and Brown Women Facing Divorce with New Website, Online Community and Season 2 of Livd Stories Podcast",0.709958,0.267152,0.02289
11419590,How competitive can the Valkyries be this WNBA season?,0.082954,0.88605,0.030996
11420158,"Steve Jobs Expected Instant Clarity, Judged Ideas Like A First-Time Customer, Says Former Apple Engineer Behind Autocorrect",0.146799,0.725952,0.127249
11420142,Blue Point Brewing Co. Announces the Return of Delayed Pilsner,0.26279,0.71775,0.01946
11420149,"UNA Watch celebrates $330,000 in Kickstarter backing as consumers and developers clamor for a sustainable alternative to the Apple Watch",0.462272,0.371663,0.166064
11420191,Megan Thee Stallion Defies No-Phone Rule to Post Starry Video from Inside the 2025 Met Gala Reception,0.244131,0.638917,0.116952
11420179,"AU Deals: A LEGO Star Wars Freebie, Price Cuts on Ghost of Yotei, Doom Dark Ages Chainsawed, and More!",0.094244,0.836756,0.069
11420178,Save 50% Off the Stylish Beats Solo 4 Wireless Headphones for Mother's Day,0.305758,0.586511,0.107731
11420164,Slimjaro Reviews : - Slimjaro Weight Loss Recipe of Ingredients Examined,0.030049,0.896561,0.073391
11419679,"Ayo Edebiri, Aimee Lou Wood, Dapper Dan, and More Prep for Fashion’s Biggest Night at Cartier’s Annual Met Gala Pre-Party",0.391404,0.590668,0.017928
11419407,"‘De-extinction’ isn’t just misleading — it’s dangerous, ecologist says",0.046472,0.426973,0.526554
11419804,"For LGBTQ Catholics, a lot depends on the next Pope",0.043367,0.936255,0.020378
11419594,Man arrested after ramming car into front gate of Jennifer Aniston's Los Angeles home,0.008222,0.767502,0.224277
11420109,Hailey Bieber Embraces Underwear as Outerwear Trend in Bra-Revealing Dress on N.Y.C. Outing,0.456709,0.494614,0.048677
11420139,Perfect Hotel For Foodies In Spain’s Michelin-Star Gastronomy Capital,0.808324,0.169586,0.02209
11420111,"Lucy Dacus Reflects on Being Adopted, Reveals She Met Birth Mom at 19: 'We See Each Other 1 to 3 Times a Year' (Exclusive)",0.113878,0.875242,0.01088
11420114,Award-winning Author and Illustrator Grace Lin Publishes New Book — See Inside! (Exclusive),0.562031,0.422192,0.015777
11420147,"Germany vote shock, Israel’s Gaza plan, Romania and the Met Gala",0.014369,0.962286,0.023345
11420151,"Apple’s New Product Launch: Apple Watch Pride Edition Sport Band, Out Now",0.180898,0.791846,0.027256
11419953,"The Biggest Bombshells From Warhol's Muses: Drugs, Drama and the First-Ever Big Screen Sex Scene",0.02705,0.095515,0.877435
11420060,How this Roku streaming stick made my 15-year-old TV feel like new again,0.588431,0.311754,0.099815
11420061,"A$AP Rocky, Movie Star: The Rapper on Method Acting With Denzel Washington, Planning a Film With Rihanna and Being ‘Blessed to Work’ After Assault Trial",0.312049,0.371494,0.316457
11419972,Man arrested after ramming car into front gate of Jennifer Aniston’s home,0.008633,0.786897,0.204469
11419950,Cynthia Bailey and Boyfriend LePrince Go Red Carpet Official on His 39th Birthday Two Months After Confirming Relationship,0.224558,0.753639,0.021803
11419971,"Theo Von, Andrew Schulz, Joe Rogan: A ‘Manosphere’ Just Asking Questions",0.075803,0.874341,0.049856
11419949,"Isabel Allende on Maternal Grief, Ayahuasca and Dating After 70",0.065159,0.925782,0.009059
11419954,I Can Find Parenting Advice for Almost Everything—Except My Disability,0.694809,0.245225,0.059967
11419967,Savannah James reveals dramatic new look in tight leather dress while Lebron recovers at home,0.321735,0.64902,0.029245
11419969,2025 Arizona Cardinals UDFA profile: OL Valentin Senn,0.017747,0.974883,0.007369
11419970,Murderbot's Creators on Letting AI Be the Good Guy for Once,0.625662,0.316084,0.058255
11419955,A Marco Rubio for All Seasons,0.038775,0.954946,0.006279
11419973,Al Roker Has Cute Surprise Moment with Wife Deborah Roberts on the 2025 Met Gala Red Carpet,0.630377,0.33348,0.036143
11419976,DOJ Reveals Plan to Remedy Google's Stranglehold over Online Advertising,0.126779,0.526555,0.346666
11419990,Tennis Whites—Top White Wines To Enjoy While Playing (and Watching) Tennis This Summer,0.249471,0.727332,0.023197
11419979,2027 NFL draft site chosen: Washington DC to be centerstage,0.038582,0.957041,0.004377
11419978,Bride's Sister Cancels Cake Order 2 Days Before Wedding After She Publicly Insulted Her Bakery Business: 'I Was Humiliated',0.003177,0.03873,0.958092
11419986,"Brooklyn Beckham and Nicola Peltz Having ‘Tensions’ with His Parents, Missed Dad David’s Birthday (Exclusive)",0.022083,0.858497,0.11942
11419960,FORK & FOLIO: Pamela Anderson’s plant-based cookbook is a heartfelt ode to home and family,0.733481,0.25496,0.011559
11419989,Stevie Wonder and Usher Light Up the 2025 Met Gala with Surprise Performances Inside the Event — Watch!,0.51269,0.467991,0.019319
11419993,Shakira Accidentally Reveals Rihanna’s Pregnancy Just a Few Hours Ahead of Her 2025 Met Gala Entrance,0.013534,0.781022,0.205444
11419994,Android Is Getting Weird Again as iOS Gets More Boring,0.019168,0.143648,0.837184
11419999,Josh Hartnett Says It Was 'Exciting' to Make Action Film Fight or Flight in His 40s: 'Haven't Done a Stunt Since I Was 29',0.63798,0.312031,0.04999
11420000,Kelsea Ballerini Says People 'Pushing Back' on Artists Pivoting to Country Music Need to 'Check Themselves',0.284347,0.649351,0.066303
11419981,NYC’s trophy market of $10M-plus homes shows signs of ‘weakness’ after ‘wild swings in the stock market’,0.074888,0.445815,0.479297
11419963,Variety’s International Achievement in Film Honoree Tarak Ben Ammar Sees His Studio de Paris Soundstages Fill With Global Hits,0.932413,0.049286,0.018301
11419984,Disney's Live Action 'Snow White' Gets Digital and Physical Release Dates,0.034675,0.95607,0.009255
11419941,Rethinking Summer Travel: Overtourism Sparks New Europe Vacations,0.258214,0.556539,0.185247
11420001,Amazon now has a ‘Get book’ button in its iOS Kindle app,0.135654,0.829516,0.03483
11420008,"Kim Kardashian Says Daughter North, 11, Is a ‘Big Critiquer’ of Her Fashion Looks but Admits Her Notes Are ‘Pretty Good'",0.470943,0.401621,0.127436
11420009,Damson Idris Strips Down for Major Red Carpet Reveal in 'F1'-Inspired Suit and Crystal-Covered Helmet at 2025 Met Gala,0.048425,0.797609,0.153966
11420010,Carol Burnett Reveals the Message She Received from Lucille Ball After the Comedy Icon's Death (Exclusive),0.025817,0.945453,0.028731
11419942,Has Your Phone Been Hacked—This New Update Lets You Know,0.029026,0.423846,0.547128
11420003,'Severance' star Tramell Tillman honored at North Fork festival,0.221327,0.770118,0.008556
11419974,Mike Johnson Hypes the Republican Megabill,0.017311,0.973764,0.008924
11420004,NASCAR announces 2026 championship return to Homestead: ‘Right time to do it’,0.426742,0.562863,0.010395
11419951,The Apple AirTag 4-Pack is back on sale just in time for Mother's Day,0.094881,0.851051,0.054068
11419985,"You can finally buy books in the Kindle app, thanks to a California judge",0.72786,0.251155,0.020985
11419952,Apple may give the iPhone 18 series its biggest shake up yet,0.640725,0.292532,0.066743
11420012,These are the happiest cities in the world in 2025 — and NYC didn’t do as bad as we’d expect,0.525897,0.21345,0.260652
11419975,"Toy Manufacturing Won’t Come to U.S., But Price Hikes Will",0.269423,0.578966,0.151611
11420016,"Podcast: As NBA upsets mount, can favored Wolves take down the Warriors?",0.037889,0.945303,0.016808
11420086,25 Budget Target Must-Haves For Every Family,0.697321,0.269371,0.033308
11419965,The Apple AirPods Pro and AirPods 4 Drop to the Lowest Prices of the Year for Mother's Day,0.309491,0.547375,0.143134
11419988,Developers Sue Apple for Failing to Comply With In-App Payments Order,0.003179,0.02479,0.972032
11419868,Lifestyles of the Rich and Miserable,0.177566,0.75475,0.067684
11419938,Photo Book Wizardry: 5 Extraordinary Ways to Unleash Creativity with Photo Books,0.868657,0.085064,0.046279
11420015,Snow White Gets New Digital Release Date – How to Watch,0.042833,0.939632,0.017534
11419996,NFL Free agents: Best remaining players after 2025 NFL draft,0.072294,0.917433,0.010273
11420014,Warfare Gets New Digital Release Date – How to Watch,0.042,0.928776,0.029224
11419945,Sean “Diddy” Combs’ Legal Team Called Out by Feds for Consulting With Celebrity Attorney in Open Court,0.007124,0.335679,0.657197
11405235,Upgrade your mattress topper during Memorial Day mattress sales to get up to 30% off,0.2113,0.672614,0.116087
11420020,New mom in your life? This was one my best purchases as a new parent,0.821171,0.151143,0.027687
11420260,The Settings to Change on Your iPhone for Maximum Privacy and Security,0.18792,0.760733,0.051347
11419914,"For a better smoothie, turn on the oven",0.433759,0.490275,0.075966
11419596,Sue Bird to become managing director of USA basketball women's team,0.332489,0.657011,0.0105
11420134,Trump’s Tariffs Are Threatening America’s Apple Juice Supply Chain,0.05287,0.525508,0.421621
11420207,Rumor: Apple Planning to Split Fall Launch Tradition Right in Half,0.035132,0.478976,0.485892
11420203,‘F1’ Star Damson Idris Definitely Had the Coolest Met Gala Carpet Reveal,0.30165,0.666389,0.031961
11419709,Morel hunting? Here's how to identify true morels from false morels,0.071597,0.51559,0.412813
11419708,Detroit Tigers' Miguel Cabrera named Team Venezuela hitting coach,0.042711,0.947751,0.009538
11419672,Amtrak delays East River Tunnel repairs 2 weeks following MTA setback — same day Adams begged feds to pump brakes,0.027863,0.52344,0.448698
11419755,"RCP Podcast: Paying Illegals to Leave? Govs Pass on Senate Runs, Gain-of-Function Crackdown, Real ID 20 Years in the Making",0.046349,0.466588,0.487064
11419748,NFL free agency: Why these former Cardinals likely won't return,0.013182,0.808556,0.178262
11419750,Arizona Cardinals players with workout bonuses in 2025,0.139081,0.845125,0.015794
11419939,'The Conjuring' delivers 'Last Rites': An exclusive first look at the final haunting,0.048691,0.821227,0.130082
11420206,How to Erase and Reset Your Mac Before You Sell It,0.076553,0.703803,0.219645
11419756,2025 Arizona Cardinals UDFA profile: WR Bryson Green,0.0199,0.972191,0.00791
11419757,'American Idol' recap: Who went home? Who made the Top 7?,0.015778,0.966766,0.017456
11419771,Apple’s Infamous App Store Tax Is Collapsing,0.005466,0.017196,0.977338
11419761,NFL strength of schedule rankings for 2025 season,0.032846,0.962009,0.005144
